Time,Estimated_Height,Estimated_Speed,Estimated_Accel
3553,90.030869,-3.076159,-0.980860
3554,90.002045,-3.072636,-0.941557
3555,89.993568,-3.086060,-1.063084
3556,89.968239,-3.106849,-1.165339
3557,89.938652,-3.116934,-1.173740
3558,89.931259,-3.130572,-1.257799
3559,89.928070,-3.117325,-1.173337
3560,89.917862,-3.119390,-1.180073
3561,89.912994,-3.119277,-1.185619
3562,89.886536,-3.115310,-1.113243
3563,89.865219,-3.121625,-1.129878
3564,89.858345,-3.109322,-1.066109
3565,89.831047,-3.117910,-1.090459
3566,89.804253,-3.126308,-1.110868
3567,89.765976,-3.139404,-1.128203
3568,89.749039,-3.130976,-1.064887
3569,89.728416,-3.149261,-1.166733
3570,89.715317,-3.152054,-1.174569
3571,89.707619,-3.152647,-1.181036
3572,89.686081,-3.171641,-1.264167
3573,89.671989,-3.175067,-1.256305
3574,89.651329,-3.155918,-1.096530
3575,89.632210,-3.160713,-1.115792
3576,89.617577,-3.138538,-0.978557
3577,89.601456,-3.128988,-0.939344
3578,89.573944,-3.124015,-0.906674
3579,89.563698,-3.124588,-0.956384
3580,89.551811,-3.138804,-1.075555
3581,89.525749,-3.133835,-1.020898
3582,89.501266,-3.153425,-1.129907
3583,89.497871,-3.152000,-1.143489
3584,89.492592,-3.164153,-1.232361
3585,89.484360,-3.165111,-1.229517
3586,89.459747,-3.160026,-1.150003
3587,89.435608,-3.154390,-1.083298
3588,89.428535,-3.154208,-1.104462
3589,89.417122,-3.143197,-1.044857
3590,89.420601,-3.151355,-1.149463
3591,89.409645,-3.140434,-1.082598
3592,89.410500,-3.137188,-1.103732
3593,89.413582,-3.120471,-1.043978
3594,89.416878,-3.103565,-0.993860
3595,89.416298,-3.113631,-1.106788
3596,89.421997,-3.083708,-0.970644
3597,89.407326,-3.074243,-0.932712
3598,89.404037,-3.060043,-0.900681
3599,89.399086,-3.059255,-0.951295
3600,89.387291,-3.074263,-1.071324
3601,89.377846,-3.076037,-1.094513
3602,89.368668,-3.077802,-1.113958
3603,89.354607,-3.081642,-1.130361
3604,89.344933,-3.058554,-0.990732
3605,89.341499,-3.070360,-1.104246
3606,89.340286,-3.068993,-1.121973
3607,89.341270,-3.054120,-1.059361
3608,89.335266,-3.054685,-1.084424
3609,89.327423,-3.068845,-1.182924
3610,89.340950,-3.049171,-1.110248
3611,89.339386,-3.023081,-0.973726
3612,89.351181,-3.016315,-1.012269
3613,89.357910,-3.011916,-1.044702
3614,89.348122,-3.001785,-0.994784
3615,89.357384,-2.983732,-0.952554
3616,89.362679,-2.992742,-1.072099
3617,89.364952,-2.990793,-1.094988
3618,89.365250,-3.002515,-1.191669
3619,89.367615,-3.001040,-1.195280
3620,89.367912,-3.013165,-1.275790
3621,89.363495,-3.014770,-1.265966
3622,89.379852,-2.995086,-1.179886
3623,89.375343,-2.996457,-1.185532
3624,89.370918,-2.997803,-1.190265
3625,89.377480,-2.994662,-1.194024
3626,89.381927,-3.005164,-1.274662
3627,89.388306,-3.002451,-1.264818
3628,89.391502,-2.988309,-1.179182
3629,89.387520,-2.989547,-1.184935
3630,89.402832,-2.970189,-1.111950
3631,89.395790,-2.959841,-1.051167
3632,89.389015,-2.949195,-1.000182
3633,89.399704,-2.931273,-0.957086
3634,89.408455,-2.926865,-0.998426
3635,89.433937,-2.928609,-1.110227
3636,89.463287,-2.903912,-1.049051
3637,89.473724,-2.886948,-0.998112
3638,89.492027,-2.854258,-0.879381
3639,89.508423,-2.834602,-0.855704
3640,89.522865,-2.828591,-0.913334
3641,89.537361,-2.822948,-0.961678
3642,89.555939,-2.790791,-0.848853
3643,89.548721,-2.781462,-0.830587
3644,89.558571,-2.777892,-0.892385
3645,89.551857,-2.768758,-0.867101
3646,89.581406,-2.744777,-0.845204
3647,89.576996,-2.722425,-0.751639
3648,89.589752,-2.705304,-0.748700
3649,89.600647,-2.701869,-0.823723
3650,89.603851,-2.702023,-0.886803
3651,89.609276,-2.688885,-0.862233
3652,89.624336,-2.697282,-0.996329
3653,89.641335,-2.692774,-1.031329
3654,89.641502,-2.682678,-0.983572
3655,89.660545,-2.664742,-0.943157
3656,89.677452,-2.660414,-0.986749
3657,89.687515,-2.659173,-1.023448
3658,89.718323,-2.636942,-0.976395
3659,89.712936,-2.629556,-0.937632
3660,89.720825,-2.642064,-1.059750
3661,89.728592,-2.655108,-1.162181
3662,89.740280,-2.641492,-1.093137
3663,89.756485,-2.638551,-1.112584
3664,89.786552,-2.617368,-1.051192
3665,89.814232,-2.609828,-1.077194
3666,89.822800,-2.610341,-1.099376
3667,89.849983,-2.603356,-1.117627
3668,89.886749,-2.605354,-1.210199
3669,89.907753,-2.601549,-1.210709
3670,89.926285,-2.611524,-1.288629
3671,89.961540,-2.614943,-1.353664
3672,89.974197,-2.615191,-1.331206
3673,90.005219,-2.607806,-1.312017
3674,90.016853,-2.608346,-1.296295
3675,90.027039,-2.584213,-1.129833
3676,90.050217,-2.579368,-1.143267
3677,90.073021,-2.574812,-1.154547
3678,90.097504,-2.556972,-1.086537
3679,90.116501,-2.541244,-1.029605
3680,90.152023,-2.531376,-1.058983
3681,90.187088,-2.521986,-1.083642
3682,90.202866,-2.520734,-1.104701
3683,90.230431,-2.514790,-1.122141
3684,90.264290,-2.506444,-1.136653
3685,90.297623,-2.498500,-1.148842
3686,90.323685,-2.493698,-1.159210
3687,90.356018,-2.486450,-1.167790
3688,90.375168,-2.446845,-0.944500
3689,90.421257,-2.408266,-0.834148
3690,90.428978,-2.397753,-0.818200
3691,90.458633,-2.391039,-0.881851
3692,90.466675,-2.419026,-1.090543
3693,90.478569,-2.420751,-1.110627
3694,90.474518,-2.441796,-1.205220
3695,90.495178,-2.415072,-1.053337
3696,90.492744,-2.422511,-1.079694
3697,90.513077,-2.395507,-0.948061
3698,90.534309,-2.392961,-0.990944
3699,90.538071,-2.397822,-1.027252
3700,90.558907,-2.395829,-1.057378
3701,90.577332,-2.407725,-1.160138
3702,90.597374,-2.406631,-1.168856
3703,90.613899,-2.394320,-1.098796
3704,90.630135,-2.381918,-1.040040
3705,90.648155,-2.356179,-0.914867
3706,90.641144,-2.378237,-1.041106
3707,90.628937,-2.402806,-1.147085
3708,90.656761,-2.385810,-1.080320
3709,90.656113,-2.405761,-1.179753
3710,90.676071,-2.404834,-1.185313
3711,90.690926,-2.393322,-1.112634
3712,90.705490,-2.381691,-1.051680
3713,90.702606,-2.377023,-1.000892
3714,90.697685,-2.385697,-1.035772
3715,90.709961,-2.387409,-1.064697
3716,90.712006,-2.380721,-1.011713
3717,90.732780,-2.366178,-0.966914
3718,90.751251,-2.365245,-1.006829
3719,90.752739,-2.358767,-0.963196
3720,90.750092,-2.379264,-1.081561
3721,90.751450,-2.373051,-1.025877
3722,90.752762,-2.366645,-0.979172
3723,90.734795,-2.380676,-1.017809
3724,90.734184,-2.387627,-1.049878
3725,90.735558,-2.381130,-0.999295
3726,90.734848,-2.388020,-1.034350
3727,90.736137,-2.381471,-0.986271
3728,90.735352,-2.388317,-1.023426
3729,90.731407,-2.383845,-0.977207
3730,90.725464,-2.392722,-1.015920
3731,90.738815,-2.381078,-0.970578
3732,90.749962,-2.382966,-1.010034
3733,90.736465,-2.407833,-1.121043
3734,90.738113,-2.439490,-1.291297
3735,90.743500,-2.444674,-1.279137
3736,90.758537,-2.458495,-1.346191
3737,90.755798,-2.479764,-1.402769
3738,90.735947,-2.495339,-1.373102
3739,90.736855,-2.489346,-1.270368
3740,90.735474,-2.496537,-1.261680
3741,90.731804,-2.517240,-1.331874
3742,90.721581,-2.540726,-1.390867
3743,90.728333,-2.557276,-1.440013
3744,90.721481,-2.553999,-1.326606
3745,90.750511,-2.535490,-1.230792
3746,90.742996,-2.531657,-1.151130
3747,90.750648,-2.533962,-1.161461
3748,90.742920,-2.529870,-1.092979
3749,90.752480,-2.518395,-1.035206
3750,90.757812,-2.533925,-1.141715
3751,90.783791,-2.528657,-1.153211
3752,90.785362,-2.533503,-1.163326
3753,90.804016,-2.531351,-1.171480
3754,90.824364,-2.515859,-1.100847
3755,90.830292,-2.518811,-1.119325
3756,90.840248,-2.532890,-1.212188
3757,90.832642,-2.554464,-1.290411
3758,90.828972,-2.549126,-1.201056
3759,90.828339,-2.554861,-1.203488
3760,90.846329,-2.552912,-1.205169
3761,90.863937,-2.551154,-1.206587
3762,90.877045,-2.576704,-1.362747
3763,90.900970,-2.560175,-1.261192
3764,90.903580,-2.564756,-1.253864
3765,90.908020,-2.555773,-1.170237
3766,90.912315,-2.546523,-1.100097
3767,90.902412,-2.555543,-1.118980
3768,90.904594,-2.559603,-1.134583
3769,90.915443,-2.547432,-1.070061
3770,90.922020,-2.562254,-1.170911
3771,90.949699,-2.543358,-1.100211
3772,90.974945,-2.538046,-1.118405
3773,90.989807,-2.524431,-1.056427
3774,91.004486,-2.510738,-1.004450
3775,91.001831,-2.504038,-0.961191
3776,91.002373,-2.508602,-1.002287
3777,91.000854,-2.526886,-1.114239
3778,90.999229,-2.545572,-1.208138
3779,90.987450,-2.555949,-1.209644
3780,90.978729,-2.577663,-1.288285
3781,90.989090,-2.578991,-1.276431
3782,90.988174,-2.584850,-1.266703
3783,90.967819,-2.611247,-1.336352
3784,90.983330,-2.623002,-1.394073
3785,90.998306,-2.635128,-1.442495
3786,91.009033,-2.623658,-1.328304
3787,91.019417,-2.611870,-1.232530
3788,91.029541,-2.599831,-1.152204
3789,91.022308,-2.594620,-1.085164
3790,91.023071,-2.611286,-1.183662
3791,91.025734,-2.614765,-1.188797
3792,91.030304,-2.604729,-1.115624
3793,91.015549,-2.615055,-1.132061
3794,91.036835,-2.610594,-1.145154
3795,91.041100,-2.600507,-1.079024
3796,91.066086,-2.569265,-0.947300
3797,91.084770,-2.578199,-1.067690
3798,91.031319,-2.617163,-1.170052
3799,91.040749,-2.605008,-1.099805
3800,91.055801,-2.603055,-1.118222
3801,91.059074,-2.593326,-1.056456
3802,91.068077,-2.593769,-1.081982
3803,91.076935,-2.594400,-1.103397
3804,91.073608,-2.600121,-1.121593
3805,91.070259,-2.605875,-1.136853
3806,91.064804,-2.625211,-1.227132
3807,91.068497,-2.615603,-1.147792
3808,91.070023,-2.619297,-1.158727
3809,91.076569,-2.620949,-1.167801
3810,91.070930,-2.627614,-1.175645
3811,91.080322,-2.640800,-1.259375
3812,91.074310,-2.647842,-1.252455
3813,91.085342,-2.647786,-1.246320
3814,91.073807,-2.656927,-1.241606
3815,91.066345,-2.639084,-1.084265
3816,91.054939,-2.647422,-1.105672
3817,91.057724,-2.637248,-1.045910
3818,91.034599,-2.650198,-1.073724
3819,91.032539,-2.641795,-1.019203
3820,91.030586,-2.633169,-0.973471
3821,91.028778,-2.624352,-0.935113
3822,91.023018,-2.642498,-1.057901
3823,91.021431,-2.633920,-1.005926
3824,91.019951,-2.625132,-0.962330
3825,91.018623,-2.616168,-0.925763
3826,91.032562,-2.613598,-0.972245
3827,91.029251,-2.618365,-1.011567
3828,91.026024,-2.623244,-1.044547
3829,91.036934,-2.609734,-0.994496
3830,91.045738,-2.609712,-1.030002
3831,91.033669,-2.631135,-1.137627
3832,91.023705,-2.639273,-1.150410
3833,91.013786,-2.647355,-1.161128
3834,91.012665,-2.639071,-1.092503
3835,91.011574,-2.630518,-1.034943
3836,91.004364,-2.662424,-1.219107
3837,91.013191,-2.662900,-1.218380
3838,91.013840,-2.641536,-1.064624
3839,91.022499,-2.641533,-1.088811
3840,91.010246,-2.662930,-1.186941
3841,90.988045,-2.675919,-1.191992
3842,90.984726,-2.681040,-1.195859
3843,91.000580,-2.665560,-1.121292
3844,91.002151,-2.668445,-1.136466
3845,91.006706,-2.682865,-1.226578
3846,91.015175,-2.670544,-1.147200
3847,91.000175,-2.705710,-1.313396
3848,90.975655,-2.719762,-1.298084
3849,90.959038,-2.730315,-1.285080
3850,90.944519,-2.727086,-1.196683
3851,90.930130,-2.723375,-1.122533
3852,90.949699,-2.718146,-1.137128
3853,90.938301,-2.725729,-1.149966
3854,90.954887,-2.696660,-1.006893
3855,90.955338,-2.698984,-1.040508
3856,90.955833,-2.701439,-1.068703
3857,90.935616,-2.725201,-1.170189
3858,90.924797,-2.719914,-1.100242
3859,90.904892,-2.743472,-1.196628
3860,90.890244,-2.765088,-1.277365
3861,90.877655,-2.773290,-1.267596
3862,90.869698,-2.792158,-1.336748
3863,90.865738,-2.784076,-1.239785
3864,90.859703,-2.789152,-1.235935
3865,90.837059,-2.788216,-1.155579
3866,90.851418,-2.797162,-1.242350
3867,90.852509,-2.786445,-1.160501
3868,90.843643,-2.767049,-1.016179
3869,90.830971,-2.773869,-1.048505
3870,90.818520,-2.780679,-1.075613
3871,90.787643,-2.795082,-1.098700
3872,90.777870,-2.788072,-1.040212
3873,90.766273,-2.794304,-1.068631
3874,90.754883,-2.800523,-1.092462
3875,90.745735,-2.793152,-1.034964
3876,90.745064,-2.769649,-0.910715
3877,90.742645,-2.758963,-0.882399
3878,90.724419,-2.780165,-1.013839
3879,90.708549,-2.788110,-1.046596
3880,90.672264,-2.817191,-1.151900
3881,90.654999,-2.838672,-1.239850
3882,90.656967,-2.839759,-1.235803
3883,90.660896,-2.827290,-1.154929
3884,90.662750,-2.828120,-1.164578
3885,90.651581,-2.809142,-1.019618
3886,90.638710,-2.802794,-0.973927
3887,90.619011,-2.811796,-1.013175
3888,90.599663,-2.820742,-1.046085
3889,90.621460,-2.812921,-1.072899
3890,90.619331,-2.815131,-1.095854
3891,90.615204,-2.830967,-1.192587
3892,90.596039,-2.840545,-1.196567
3893,90.579140,-2.836377,-1.122414
3894,90.562508,-2.831759,-1.060210
3895,90.561211,-2.833314,-1.085183
3896,90.562057,-2.821388,-1.028647
3897,90.578056,-2.815836,-1.058382
3898,90.568588,-2.833649,-1.161256
3899,90.550385,-2.842632,-1.170265
3900,90.534462,-2.837898,-1.100332
3901,90.533829,-2.839316,-1.118821
3902,90.508392,-2.850957,-1.134804
3903,90.525208,-2.845248,-1.147396
3904,90.509735,-2.840171,-1.081138
3905,90.492493,-2.848249,-1.103037
3906,90.475517,-2.856230,-1.121397
3907,90.460846,-2.850544,-1.059307
3908,90.444420,-2.858037,-1.084703
3909,90.433380,-2.863364,-1.105898
3910,90.446251,-2.858956,-1.123217
3911,90.442451,-2.848798,-1.060624
3912,90.436760,-2.851929,-1.085603
3913,90.412079,-2.875636,-1.184360
3914,90.391777,-2.872333,-1.112218
3915,90.376923,-2.866463,-1.051601
3916,90.372284,-2.868886,-1.078004
3917,90.332108,-2.885951,-1.100829
3918,90.340134,-2.883202,-1.119044
3919,90.348114,-2.880604,-1.134325
3920,90.341026,-2.871567,-1.069992
3921,90.347092,-2.882358,-1.170664
3922,90.332932,-2.889100,-1.178049
3923,90.338089,-2.875175,-1.106430
3924,90.324135,-2.881584,-1.124168
3925,90.304695,-2.877530,-1.061707
3926,90.306351,-2.890004,-1.163796
3927,90.283112,-2.913037,-1.249899
3928,90.264198,-2.909028,-1.167145
3929,90.255463,-2.913182,-1.174977
3930,90.250931,-2.890430,-1.028162
3931,90.242584,-2.893930,-1.058399
3932,90.255157,-2.876272,-1.005918
3933,90.244011,-2.868269,-0.962360
3934,90.231155,-2.873551,-1.003302
3935,90.237259,-2.871227,-1.037279
3936,90.222702,-2.890282,-1.143618
3937,90.212448,-2.882463,-1.077841
3938,90.190475,-2.879187,-1.022895
3939,90.183968,-2.882054,-1.053952
3940,90.177650,-2.884970,-1.079998
3941,90.159531,-2.892814,-1.102071
3942,90.124634,-2.907537,-1.120902
3943,90.107292,-2.914986,-1.136353
3944,90.097969,-2.919139,-1.149156
3945,90.108917,-2.927732,-1.236947
3946,90.106712,-2.916625,-1.155951
3947,90.102539,-2.918755,-1.165496
3948,90.098442,-2.920877,-1.173500
3949,90.099518,-2.920899,-1.180113
3950,90.112556,-2.916063,-1.185432
3951,90.110435,-2.904803,-1.112745
3952,90.099205,-2.922463,-1.206837
3953,90.090118,-2.926797,-1.208271
3954,90.088310,-2.915390,-1.131891
3955,90.081497,-2.905771,-1.067923
3956,90.091995,-2.888859,-1.013940
3957,90.085472,-2.878841,-0.968993
3958,90.090118,-2.864145,-0.931083
3959,90.092896,-2.862919,-0.976769
3960,90.114960,-2.841348,-0.937282
3961,90.119926,-2.826846,-0.904499
3962,90.106468,-2.819896,-0.877362
3963,90.110023,-2.818649,-0.931718
3964,90.095100,-2.825264,-0.977668
3965,90.092484,-2.827004,-1.015973
3966,90.094116,-2.802016,-0.894720
3967,90.089867,-2.817001,-1.023880
3968,90.089882,-2.805304,-0.977250
3969,90.088013,-2.806995,-1.015620
3970,90.106987,-2.787627,-0.969965
3971,90.107285,-2.775910,-0.932037
3972,90.126434,-2.756433,-0.899869
3973,90.126953,-2.744660,-0.873253
3974,90.129745,-2.719512,-0.775030
3975,90.140259,-2.728903,-0.923249
3976,90.134193,-2.733024,-0.970449
3977,90.130402,-2.723698,-0.932555
3978,90.126846,-2.714194,-0.900769
3979,90.114296,-2.733754,-1.029167
3980,90.109131,-2.738008,-1.059277
3981,90.104080,-2.742321,-1.084529
3982,90.084084,-2.740107,-1.028553
3983,90.098122,-2.736420,-1.058390
3984,90.116127,-2.706145,-0.930042
3985,90.087624,-2.719778,-0.976591
3986,90.104073,-2.702377,-0.937328
3987,90.111778,-2.701291,-0.982012
3988,90.121552,-2.686891,-0.942014
3989,90.110146,-2.706563,-1.063760
3990,90.095810,-2.715107,-1.088486
3991,90.105957,-2.700942,-1.031312
3992,90.093842,-2.695762,-0.983787
3993,90.117790,-2.675647,-0.943236
3994,90.103767,-2.683825,-0.987400
3995,90.107124,-2.685026,-1.024108
3996,90.110497,-2.686399,-1.054900
3997,90.115929,-2.674362,-1.003247
3998,90.118301,-2.651001,-0.884124
3999,90.118866,-2.640508,-0.860110
4000,90.119644,-2.629933,-0.839968
4001,90.122681,-2.606009,-0.747175
4002,90.143150,-2.574772,-0.669018
4003,90.144653,-2.563745,-0.679701
4004,90.146500,-2.552778,-0.688662
4005,90.144554,-2.568989,-0.851142
4006,90.139694,-2.574327,-0.910039
4007,90.135010,-2.579835,-0.959436
4008,90.130463,-2.585481,-1.000867
4009,90.140068,-2.572767,-0.957904
4010,90.126846,-2.594761,-1.077193
4011,90.151611,-2.588848,-1.099075
4012,90.171860,-2.572260,-1.040079
4013,90.189827,-2.569222,-1.068086
4014,90.188858,-2.574120,-1.091943
4015,90.185791,-2.592658,-1.189434
4016,90.184654,-2.597965,-1.193723
4017,90.183395,-2.603275,-1.197319
4018,90.184082,-2.595022,-1.122854
4019,90.182655,-2.600060,-1.137878
4020,90.192665,-2.613153,-1.227699
4021,90.206482,-2.599560,-1.148081
4022,90.221085,-2.610836,-1.236170
4023,90.254501,-2.602020,-1.232254
4024,90.295143,-2.590347,-1.228837
4025,90.301353,-2.580173,-1.149194
4026,90.305359,-2.583326,-1.159878
4027,90.290512,-2.594205,-1.169198
4028,90.280365,-2.615786,-1.254361
4029,90.253502,-2.631657,-1.248663
4030,90.245476,-2.639586,-1.243514
4031,90.273697,-2.619840,-1.161055
4032,90.301521,-2.600078,-1.091905
4033,90.329002,-2.580345,-1.033919
4034,90.333939,-2.569784,-0.985722
4035,90.322769,-2.591124,-1.100490
4036,90.332909,-2.578649,-1.041458
4037,90.325829,-2.573063,-0.992276
4038,90.333977,-2.573778,-1.028175
4039,90.324913,-2.581716,-1.058617
4040,90.335129,-2.569108,-1.006337
4041,90.338097,-2.572070,-1.040072
4042,90.322327,-2.582835,-1.068726
4043,90.325417,-2.585898,-1.092394
4044,90.347626,-2.568511,-1.034438
4045,90.348335,-2.585269,-1.141129
4046,90.332283,-2.596515,-1.153492
4047,90.314262,-2.621202,-1.241336
4048,90.298325,-2.632466,-1.237525
4049,90.291183,-2.627250,-1.156712
4050,90.282005,-2.635218,-1.166407
4051,90.292038,-2.622561,-1.096726
4052,90.284828,-2.616753,-1.038613
4053,90.285622,-2.632869,-1.144599
4054,90.267601,-2.657034,-1.233854
4055,90.262581,-2.663323,-1.231018
4056,90.248642,-2.660446,-1.151365
4057,90.226547,-2.673236,-1.162149
4058,90.221779,-2.678830,-1.170855
4059,90.235680,-2.676761,-1.177798
4060,90.253410,-2.648015,-1.030247
4061,90.261810,-2.647847,-1.059975
4062,90.253487,-2.641965,-1.007791
4063,90.252518,-2.620416,-0.888019
4064,90.247711,-2.625258,-0.940940
4065,90.243073,-2.630249,-0.985326
4066,90.238556,-2.635358,-1.022552
4067,90.254890,-2.619354,-0.975935
4068,90.261879,-2.632567,-1.091903
4069,90.252090,-2.640373,-1.112052
4070,90.261078,-2.640503,-1.128589
4071,90.249130,-2.661997,-1.220303
4072,90.262016,-2.635653,-1.066004
4073,90.270729,-2.635712,-1.089971
4074,90.296455,-2.628939,-1.109750
4075,90.306747,-2.615956,-1.049199
4076,90.314888,-2.616415,-1.075897
4077,90.304214,-2.624706,-1.098652
4078,90.312332,-2.625323,-1.117376
4079,90.320305,-2.626093,-1.133084
4080,90.326042,-2.640565,-1.223744
4081,90.337692,-2.615026,-1.068926
4082,90.330559,-2.596679,-0.939436
4083,90.357506,-2.576400,-0.906036
4084,90.367142,-2.563289,-0.878362
4085,90.368080,-2.566476,-0.932764
4086,90.354012,-2.563331,-0.901242
4087,90.340271,-2.559924,-0.874796
4088,90.344032,-2.549263,-0.852280
4089,90.335938,-2.543469,-0.833626
4090,90.338097,-2.546176,-0.895227
4091,90.325264,-2.542589,-0.869743
4092,90.334549,-2.542584,-0.925388
4093,90.341759,-2.556445,-1.049545
4094,90.334251,-2.551369,-0.999082
4095,90.346603,-2.563403,-1.111259
4096,90.359718,-2.537675,-0.974590
4097,90.357208,-2.530404,-0.936123
4098,90.352776,-2.536525,-0.981339
4099,90.350494,-2.529209,-0.941781
4100,90.344223,-2.548845,-1.063563
4101,90.322891,-2.562316,-1.088551
4102,90.316833,-2.582213,-1.186653
4103,90.314812,-2.575290,-1.113972
4104,90.305573,-2.583738,-1.130589
4105,90.298424,-2.578590,-1.067040
4106,90.289307,-2.586692,-1.091216
4107,90.285393,-2.592687,-1.111391
4108,90.280418,-2.573974,-0.975029
4109,90.280777,-2.552598,-0.860554
4110,90.277267,-2.557647,-0.917918
4111,90.275978,-2.549314,-0.888550
4112,90.272804,-2.554420,-0.941397
4113,90.275475,-2.570068,-1.063054
4114,90.299309,-2.552066,-1.009806
4115,90.285019,-2.562327,-1.043322
4116,90.272957,-2.559004,-0.993945
4117,90.261116,-2.555372,-0.952525
4118,90.247459,-2.565026,-0.995258
4119,90.242767,-2.558398,-0.953486
4120,90.234108,-2.578689,-1.073408
4121,90.214012,-2.591315,-1.096768
4122,90.192055,-2.617380,-1.193832
4123,90.174324,-2.616456,-1.120273
4124,90.140686,-2.647093,-1.213757
4125,90.152313,-2.633881,-1.136407
4126,90.123878,-2.662247,-1.227180
4127,90.104362,-2.674361,-1.225694
4128,90.092148,-2.670608,-1.146859
4129,90.083107,-2.677901,-1.158113
4130,90.081863,-2.681966,-1.167400
4131,90.069122,-2.678017,-1.097965
4132,90.075180,-2.666061,-1.039365
4133,90.084274,-2.665423,-1.067599
4134,90.078278,-2.658402,-1.014131
4135,90.075485,-2.662592,-1.046665
4136,90.046967,-2.690138,-1.151886
4137,90.039375,-2.696607,-1.162290
4138,90.031822,-2.703035,-1.171013
4139,90.026352,-2.695857,-1.100844
4140,90.016846,-2.715482,-1.196949
4141,90.004791,-2.710970,-1.122719
4142,90.004341,-2.714092,-1.137674
4143,89.999733,-2.744387,-1.305180
4144,89.993362,-2.737748,-1.213380
4145,89.967873,-2.751246,-1.214186
4146,89.956619,-2.746031,-1.137141
4147,89.957481,-2.735517,-1.072284
4148,89.956337,-2.738332,-1.095366
4149,89.942215,-2.721367,-0.961672
4150,89.919762,-2.719778,-0.925557
4151,89.907173,-2.739414,-1.049957
4152,89.896828,-2.745824,-1.076812
4153,89.886642,-2.752228,-1.099331
4154,89.890648,-2.740148,-1.040504
4155,89.892639,-2.741452,-1.068646
4156,89.894646,-2.742883,-1.092250
4157,89.891510,-2.746522,-1.112148
4158,89.907616,-2.729637,-1.051028
4159,89.906487,-2.719697,-1.000098
4160,89.913361,-2.731772,-1.112112
4161,89.924240,-2.717214,-1.051106
4162,89.912254,-2.737309,-1.155262
4163,89.900330,-2.757668,-1.242617
4164,89.892532,-2.751106,-1.160919
4165,89.893661,-2.753260,-1.169663
4166,89.877594,-2.762465,-1.177326
4167,89.859604,-2.785093,-1.261226
4168,89.864967,-2.760432,-1.100399
4169,89.864197,-2.775634,-1.196369
4170,89.846207,-2.798193,-1.277192
4171,89.855255,-2.797112,-1.267016
4172,89.852081,-2.800991,-1.258715
4173,89.844200,-2.793983,-1.174398
4174,89.841042,-2.797400,-1.181025
4175,89.843018,-2.798709,-1.186484
4176,89.843880,-2.775313,-1.037781
4177,89.863052,-2.769117,-1.066012
4178,89.861855,-2.758765,-1.012644
4179,89.856682,-2.775325,-1.122843
4180,89.848969,-2.767860,-1.060436
4181,89.837318,-2.787205,-1.163051
4182,89.846504,-2.785606,-1.171275
4183,89.838913,-2.778216,-1.101055
4184,89.825241,-2.773034,-1.042272
4185,89.811852,-2.767492,-0.992961
4186,89.808708,-2.770285,-1.028847
4187,89.805695,-2.773181,-1.058945
4188,89.806862,-2.749313,-0.930807
4189,89.787033,-2.758838,-0.977040
4190,89.784714,-2.761321,-1.015481
4191,89.784592,-2.750364,-0.970242
4192,89.791801,-2.723851,-0.856299
4193,89.808701,-2.718289,-0.913854
4194,89.832764,-2.697459,-0.884557
4195,89.845863,-2.681231,-0.860205
4196,89.859047,-2.665050,-0.839785
4197,89.851578,-2.670137,-0.900504
4198,89.858925,-2.694854,-1.106032
4199,89.845314,-2.703483,-1.123939
4200,89.840126,-2.695930,-1.061352
4201,89.853760,-2.680444,-1.008496
4202,89.842415,-2.675096,-0.964646
4203,89.844360,-2.689584,-1.082496
4204,89.848312,-2.690970,-1.103863
4205,89.845001,-2.708140,-1.199366
4206,89.848808,-2.709968,-1.201889
4207,89.845268,-2.727507,-1.281586
4208,89.828560,-2.725194,-1.193796
4209,89.832222,-2.726827,-1.197209
4210,89.835754,-2.728510,-1.200073
4211,89.839157,-2.730239,-1.202477
4212,89.833595,-2.722910,-1.127223
4213,89.828117,-2.715243,-1.064100
4214,89.814476,-2.723393,-1.088753
4215,89.803078,-2.717933,-1.031943
4216,89.806984,-2.718697,-1.061441
4217,89.812950,-2.706052,-1.008704
4218,89.839676,-2.672343,-0.888216
4219,89.862244,-2.665308,-0.940550
4220,89.871696,-2.676725,-1.062145
4221,89.875298,-2.678317,-1.086807
4222,89.870010,-2.670938,-1.030222
4223,89.873711,-2.672395,-1.060030
4224,89.887238,-2.657254,-1.007404
4225,89.873711,-2.665813,-1.041228
4226,89.864548,-2.685371,-1.146953
4227,89.876167,-2.684023,-1.157788
4228,89.868889,-2.690479,-1.167238
4229,89.870384,-2.680594,-1.097553
4230,89.869820,-2.684026,-1.116585
4231,89.879494,-2.683326,-1.132352
4232,89.891075,-2.669223,-1.068100
4233,89.907692,-2.652906,-1.014116
4234,89.907089,-2.643555,-0.969172
4235,89.885902,-2.655222,-1.009313
4236,89.881622,-2.672752,-1.120095
4237,89.865356,-2.695546,-1.213241
4238,89.863174,-2.700061,-1.213649
4239,89.862976,-2.690993,-1.136510
4240,89.862770,-2.681634,-1.071809
4241,89.877647,-2.678599,-1.094694
4242,89.856583,-2.690428,-1.114581
4243,89.835747,-2.702113,-1.131251
4244,89.833786,-2.706015,-1.144865
4245,89.813148,-2.717577,-1.156641
4246,89.801460,-2.712672,-1.088899
4247,89.787895,-2.720956,-1.109555
4248,89.776558,-2.715615,-1.049393
4249,89.737518,-2.746783,-1.154343
4250,89.706093,-2.762276,-1.164772
