ACC_Y,HEIGHT
-826,93.55065271
-875,92.86772374
-875,93.34625307
-924,94.0295425
-826,93.34625307
-924,92.39596377
-875,92.39596377
-924,93.14162757
-924,93.82521649
-875,93.6206646
-875,93.14162757
-972,92.87460756
-875,93.14162757
-875,93.6206646
-875,92.87460756
-924,92.87460756
-826,92.87460756
-875,93.14162757
-875,93.14162757
-875,93.82521649
-875,93.82521649
-875,93.14162757
-972,93.6206646
-924,93.6206646
-826,93.6206646
-875,93.6206646
-826,94.30461402
-924,93.82521649
-826,93.82521649
-924,93.55065271
-826,93.8168867
-826,93.8168867
-875,93.07219699
-924,93.07219699
-972,93.27644437
-875,92.59417532
-924,93.58658679
-972,94.2689444
-875,93.58658679
-924,93.58658679
-875,93.79047213
-972,93.04647821
-924,94.2689444
-924,93.58658679
-875,92.84226611
-972,95.01340399
-875,93.79047213
-924,93.79047213
-875,93.79047213
-875,93.04647821
-924,94.47253018
-875,93.04647821
-924,93.79047213
-875,94.7378711
-875,94.7378711
-875,93.31243392
-826,93.99413156
-924,94.19756507
-826,92.83482975
-924,93.516167
-875,92.83482975
-875,93.516167
-924,94.19756507
-875,93.67540728
-924,92.99469126
-875,93.67540728
-875,92.99469126
-924,93.67540728
-875,93.516167
-972,93.516167
-924,94.19756507
-826,93.516167
-826,92.09162208
-924,92.83482975
-875,93.67540728
-826,93.67540728
-875,92.99469126
-826,92.25216125
-924,92.25216125
-826,92.99469126
-875,93.516167
-875,92.83482975
-972,93.516167
-924,92.83482975
-875,92.83482975
-972,92.83482975
-875,92.99469126
-875,93.67540728
-924,93.67540728
-875,93.67540728
-875,92.99469126
-826,92.25216125
-875,92.25216125
-924,94.19756507
-972,94.41807586
-875,92.25216125
-875,92.25216125
-924,92.99469126
-875,92.51779943
-875,93.19815513
-924,92.51779943
-924,92.51779943
-924,92.51779943
-875,93.19815513
-875,92.51779943
-875,92.25216125
-875,92.99469126
-875,92.99469126
-924,92.83482975
-875,92.83482975
-777,92.83482975
-924,93.31243392
-924,92.56883315
-826,92.56883315
-875,93.04647821
-875,92.84226611
-924,92.84226611
-972,92.84226611
-924,92.84226611
-875,92.59417532
-875,93.27644437
-875,92.59417532
-826,92.59417532
-875,93.27644437
-777,93.27644437
-924,92.59417532
-972,92.84226611
-972,92.59417532
-875,92.84226611
-875,92.84226611
-875,92.84226611
-972,93.04647821
-826,93.04647821
-826,92.36454741
-875,93.31243392
-924,92.09162208
-875,92.83482975
-924,92.99469126
-875,92.51779943
-875,93.19815513
-875,92.51779943
-875,93.19815513
-875,92.51779943
-826,92.72133698
-924,93.19815513
-924,92.25216125
-924,92.99469126
-875,92.99469126
-875,92.25216125
-924,92.25216125
-924,92.09162208
-826,92.09162208
-826,92.83482975
-924,92.83482975
-826,92.56883315
-972,92.09162208
-924,91.8872627
-924,92.56883315
-826,93.31243392
-826,93.04647821
-924,93.04647821
-777,93.04647821
-777,92.16003581
-875,92.84226611
-875,92.16003581
-924,92.84226611
-875,92.59417532
-875,92.59417532
-875,92.38962844
-924,93.07219699
-875,93.07219699
-924,92.86772374
-924,92.86772374
-875,92.86772374
-875,94.0295425
-826,92.60091596
-875,93.82521649
-924,93.14162757
-875,92.19078573
-826,92.87460756
-875,92.66950311
-875,93.41588683
-826,93.41588683
-875,93.85131089
-875,92.42072469
-875,93.10488479
-875,93.10488479
-875,93.58426565
-826,95.01573341
-924,96.44746836
-924,94.33108507
-875,94.53559866
-875,94.10013574
-924,93.85131089
-924,93.10488479
-924,94.10013574
-924,92.66950311
-924,93.6206646
-924,93.41588683
-924,93.6206646
-875,92.87460756
-875,93.6206646
-924,94.57101944
-924,93.82521649
-875,94.0295425
-924,94.0295425
-875,93.34625307
-924,93.55065271
-875,93.34625307
-875,93.34625307
-826,93.55065271
-875,93.55065271
-875,92.86772374
-826,92.86772374
-875,92.86772374
-924,92.86772374
-875,93.55065271
-875,92.86772374
-875,92.12277982
-875,93.34625307
-875,92.60091596
-924,93.34625307
-875,93.34625307
-875,93.14162757
-875,93.14162757
-826,93.6206646
-875,93.6206646
-924,93.6206646
-924,92.66950311
-924,93.41588683
-972,93.41588683
-826,93.41588683
-826,92.42072469
-924,93.10488479
-826,93.41588683
-875,92.42072469
-777,93.41588683
-875,93.41588683
-972,94.30461402
-826,93.6206646
-875,93.14162757
-924,92.60091596
-875,93.34625307
-826,92.86772374
-924,92.38962844
-875,93.07219699
-972,93.27644437
-826,93.27644437
-924,92.59417532
-924,93.27644437
-875,93.27644437
-826,92.59417532
-875,92.38962844
-924,92.38962844
-875,93.55065271
-875,92.86772374
-875,93.55065271
-924,92.60091596
-826,92.60091596
-826,92.60091596
-924,93.34625307
-924,93.14162757
-875,92.60091596
-826,93.14162757
-826,93.14162757
-875,93.14162757
-875,92.87460756
-777,92.87460756
-875,93.6206646
-875,92.19078573
-924,92.19078573
-875,92.66950311
-826,92.66950311
-826,94.30461402
-826,93.6206646
-875,93.6206646
-777,93.41588683
-875,92.66950311
-875,91.98538186
-972,93.41588683
-924,93.6206646
-924,93.6206646
-826,92.87460756
-875,93.6206646
-826,92.39596377
-924,93.6206646
-924,92.87460756
-924,92.87460756
-875,92.87460756
-826,93.14162757
-924,93.14162757
-875,93.14162757
-924,93.14162757
-875,93.14162757
-924,93.82521649
-875,93.14162757
-875,92.39596377
-875,92.39596377
-924,93.6206646
-826,93.6206646
-777,92.87460756
-875,93.14162757
-826,92.87460756
-875,93.6206646
-924,93.82521649
-826,93.82521649
-972,92.60091596
-875,93.55065271
-875,92.86772374
-875,93.55065271
-875,92.86772374
-924,93.55065271
-924,92.86772374
-924,93.55065271
-875,93.55065271
-972,93.07219699
-924,93.07219699
-875,93.07219699
-875,92.38962844
-972,93.07219699
-924,92.38962844
-875,92.38962844
-875,93.07219699
-924,93.07219699
-875,93.07219699
-875,92.38962844
-924,92.38962844
-924,92.38962844
-875,93.27644437
-826,94.02080732
-924,92.84226611
-875,92.84226611
-875,93.04647821
-924,92.16003581
-924,92.16003581
-777,92.84226611
-875,92.84226611
-777,92.84226611
-972,93.58658679
-924,92.84226611
-875,92.16003581
-875,92.59417532
-875,92.84226611
-924,91.84995125
-875,93.07219699
-826,93.07219699
-777,92.38962844
-924,92.86772374
-826,92.86772374
-924,92.12277982
-924,93.34625307
-826,93.34625307
-924,92.60091596
-875,92.60091596
-875,92.60091596
-875,92.39596377
-777,93.14162757
-875,93.14162757
-875,92.87460756
-924,92.39596377
-875,92.87460756
-924,92.87460756
-875,93.6206646
-924,93.41588683
-924,92.66950311
-972,92.66950311
-924,92.66950311
-924,92.66950311
-972,93.41588683
-875,93.85131089
-875,93.41588683
-875,93.41588683
-875,93.41588683
-875,93.41588683
-924,92.66950311
-826,91.98538186
-826,91.98538186
-875,92.87460756
-875,92.19078573
-875,93.14162757
-826,93.14162757
-875,92.60091596
-826,92.60091596
-924,93.34625307
-826,93.34625307
-826,93.34625307
-875,92.60091596
-826,93.14162757
-826,93.14162757
-826,93.14162757
-875,93.14162757
-924,92.87460756
-875,93.6206646
-875,93.6206646
-924,92.87460756
-972,92.66950311
-826,92.66950311
-924,93.41588683
-875,93.10488479
-826,93.10488479
-826,92.89974505
-875,92.69437947
-924,93.3791995
-826,94.1263456
-972,93.3791995
-875,94.1263456
-875,93.3791995
-875,92.69437947
-924,91.94737276
-875,92.69437947
-924,92.69437947
-875,92.89974505
-875,92.89974505
-875,93.10488479
-924,93.10488479
-826,93.41588683
-875,92.66950311
-924,92.66950311
-826,92.87460756
-826,92.66950311
-924,93.41588683
-875,93.6206646
-875,93.41588683
-826,92.66950311
-924,92.87460756
-826,92.87460756
-875,92.87460756
-826,93.6206646
-826,92.87460756
-924,93.6206646
-875,93.14162757
-875,92.39596377
-972,92.87460756
-875,92.87460756
-972,92.87460756
-924,92.87460756
-875,93.41588683
-826,93.41588683
-826,92.42072469
-875,93.10488479
-875,92.42072469
-826,92.89974505
-875,93.58426565
-826,92.89974505
-875,93.58426565
-875,93.58426565
-826,92.89974505
-826,91.94737276
-777,93.3791995
-875,93.3791995
-924,94.1263456
-826,92.69437947
-924,93.3791995
-826,92.69437947
-826,92.42650751
-826,93.17390751
-875,92.42650751
-826,93.85908808
-875,92.42650751
-924,93.3791995
-875,93.3791995
-924,93.3791995
-875,92.69437947
-875,92.69437947
-875,93.3791995
-875,94.1263456
-924,93.3791995
-875,93.3791995
-924,92.69437947
-826,93.3791995
-972,93.3791995
-924,93.3791995
-875,92.42650751
-875,93.3791995
-826,93.17390751
-924,92.96838967
-826,92.96838967
-875,93.65386966
-924,93.44842539
-875,93.44842539
-924,92.49430876
-826,93.24275529
-875,93.24275529
-875,93.24275529
-875,92.97445882
-875,92.97445882
-924,92.72486171
-924,92.72486171
-875,92.5186039
-777,93.20531478
-924,92.5186039
-875,93.20531478
-826,92.9991305
-875,93.68620201
-826,92.9991305
-924,93.68620201
-875,92.24966786
-924,92.9991305
-924,92.9991305
-875,92.9991305
-826,92.5186039
-924,92.9991305
-924,93.68620201
-924,93.68620201
-826,93.48009127
-826,93.48009127
-875,93.48009127
-924,93.48009127
-875,93.48009127
-875,92.79272043
-875,93.27375472
-924,93.27375472
-875,93.96148625
-924,92.96116977
-826,92.96116977
-875,93.96148625
-875,93.71139495
-777,92.96116977
-875,92.96116977
-875,92.96116977
-826,93.71139495
-875,92.96116977
-826,93.71139495
-924,92.75447137
-924,93.50502308
-875,93.50502308
-826,94.193093
-875,93.50502308
-875,93.94287865
-875,93.19228432
-875,93.94287865
-875,93.19228432
-875,93.19228432
-924,93.94287865
-875,92.98555059
-826,93.73647144
-972,93.46723169
-875,94.21854607
-875,93.46723169
-924,93.26034567
-972,93.7425345
-924,93.7425345
-875,93.05323388
-826,92.84589631
-924,92.84589631
-826,92.57561794
-826,94.01819278
-875,94.01819278
-924,94.01819278
-875,94.01819278
-972,94.01819278
-875,94.01819278
-875,94.01819278
-875,94.50132367
-972,94.50132367
-972,94.50132367
-875,94.50132367
-728,93.81100216
-826,93.81100216
-826,94.50132367
-875,94.25029054
-875,94.25029054
-875,93.55999143
-875,94.04306457
-826,93.28968762
-875,94.04306457
-826,94.73372455
-875,94.52657205
-924,94.04306457
-826,93.28968762
-875,94.04306457
-875,95.48724209
-826,95.48724209
-924,95.00341437
-875,95.00341437
-875,94.04306457
-875,94.25029054
-826,93.81100216
-826,93.55999143
-924,93.81100216
-924,93.81100216
-924,94.50132367
-924,94.01819278
-875,94.77094737
-924,94.22515761
-924,93.53549619
-924,93.7425345
-875,93.7425345
-826,93.7425345
-826,93.7425345
-826,93.7425345
-972,93.7425345
-875,93.53549619
-875,93.7425345
-924,93.53549619
-875,93.53549619
-875,94.01819278
-875,94.01819278
-826,93.81100216
-924,94.50132367
-875,93.81100216
-875,93.81100216
-875,94.25029054
-924,94.25029054
-924,94.04306457
-875,94.73372455
-875,94.04306457
-924,94.73372455
-924,94.73372455
-826,94.04306457
-875,93.83561283
-826,93.83561283
-875,93.5650967
-924,94.31919376
-826,93.35716624
-826,94.04871827
-924,94.04871827
-875,93.84086124
-924,94.59567843
-875,93.84086124
-924,94.3249906
-875,93.63277846
-972,93.63277846
-924,94.3249906
-875,93.63277846
-875,94.3249906
-826,93.63277846
-826,93.63277846
-826,94.59567843
-777,94.59567843
-875,94.59567843
-924,93.84086124
-924,93.14901003
-875,93.84086124
-875,93.84086124
-875,93.84086124
-875,93.84086124
-875,93.84086124
-875,93.84086124
-826,93.14901003
-924,93.63277846
-826,94.3249906
-972,94.3249906
-875,93.63277846
-924,93.63277846
-924,94.59567843
-875,93.63277846
-728,94.3249906
-924,93.63277846
-875,94.59567843
-924,93.63277846
-924,93.63277846
-777,94.59567843
-826,94.59567843
-924,94.59567843
-924,93.84086124
-875,94.59567843
-875,93.84086124
-826,94.80320905
-875,94.59567843
-826,95.28765874
-875,93.63277846
-777,93.63277846
-875,94.3249906
-875,94.3249906
-875,95.08020156
-875,95.08020156
-826,94.3249906
-875,95.08020156
-875,94.3249906
-826,94.3249906
-875,94.3249906
-875,95.08020156
-875,94.3249906
-972,94.82845641
-875,94.07326995
-924,94.07326995
-875,94.07326995
-875,94.07326995
-826,94.07326995
-875,94.55770243
-875,93.86515181
-875,93.86515181
-826,94.55770243
-875,93.65680792
-972,94.34965771
-875,95.10556436
-924,95.59089853
-875,94.14138724
-826,94.83459803
-972,94.62640096
-924,94.62640096
-875,93.93289102
-875,94.62640096
-924,93.6610986
-875,94.41797815
-924,93.6610986
-826,95.38302784
-826,94.41797815
-875,93.6610986
-826,93.93289102
-924,94.41797815
-777,94.62640096
-875,94.62640096
-972,94.62640096
-875,96.0766672
-826,94.62640096
-826,95.38302784
-924,93.93289102
-826,94.62640096
-924,94.83459803
-924,94.62640096
-875,94.14138724
-777,95.59089853
-826,94.14138724
-924,94.83459803
-875,94.14138724
-924,94.14138724
-924,93.65680792
-972,94.34965771
-924,94.83459803
-875,94.14138724
-924,94.14138724
-924,94.83459803
-875,94.83459803
-826,94.83459803
-826,94.83459803
-826,94.14138724
-875,94.83459803
-924,93.93289102
-875,93.93289102
-826,93.93289102
-875,93.93289102
-924,93.1764053
-924,93.93289102
-875,94.62640096
-924,94.83459803
-826,94.34965771
-875,94.55770243
-875,94.07326995
-875,93.63277846
-924,93.84086124
-875,94.04871827
-972,94.04871827
-875,94.04871827
-875,94.04871827
-826,94.04871827
-924,94.04871827
-875,94.80320905
-826,95.01051389
-972,94.80320905
-924,94.04871827
-875,94.80320905
-875,94.04871827
-875,94.04871827
-924,94.04871827
-924,94.80320905
-875,94.04871827
-875,94.04871827
-924,93.5650967
-875,94.04871827
-875,93.84086124
-875,93.84086124
-875,93.84086124
-924,93.84086124
-875,94.3249906
-875,94.3249906
-826,94.3249906
-924,94.3249906
-875,94.3249906
-826,93.63277846
-875,94.07326995
-826,94.82845641
-875,94.07326995
-875,93.1097125
-924,93.38108027
-875,94.07326995
-972,93.86515181
-826,94.82845641
-924,93.86515181
-875,93.86515181
-826,94.55770243
-924,94.34965771
-875,93.65680792
-924,93.65680792
-826,93.65680792
-875,94.34965771
-777,94.34965771
-924,94.34965771
-924,94.34965771
-924,94.14138724
-875,94.34965771
-826,94.14138724
-875,94.14138724
-875,93.93289102
-924,93.93289102
-875,94.62640096
-875,94.83459803
-875,93.38522783
-826,94.34965771
-875,93.86515181
-875,94.55770243
-972,94.82845641
-924,93.1097125
-826,94.07326995
-875,94.07326995
-924,93.63277846
-924,94.3249906
-875,93.84086124
-826,94.80320905
-875,94.04871827
-875,95.01051389
-924,94.31919376
-875,93.5650967
-875,92.87390555
-875,93.08190945
-875,94.52657205
-924,93.28968762
-875,92.8070081
-924,94.50132367
-875,93.3282321
-875,92.84589631
-924,93.7425345
-875,93.46723169
-924,93.73647144
-924,92.5043037
-826,94.193093
-875,93.50502308
-875,93.50502308
-826,93.50502308
-924,93.94287865
-924,93.94287865
-924,92.98555059
-875,93.46723169
-826,93.26034567
-875,93.7425345
-826,94.22515761
-924,93.53549619
-924,92.84589631
-875,93.53549619
-924,92.84589631
-924,94.22515761
-875,93.3282321
-875,92.57561794
-777,94.01819278
-924,93.3282321
-777,93.81100216
-924,93.81100216
-826,93.81100216
-875,94.50132367
-875,93.0579944
-826,93.81100216
-875,93.81100216
-924,93.81100216
-826,94.50132367
-875,94.01819278
-924,93.81100216
-924,93.81100216
-826,93.0579944
-826,93.55999143
-924,93.55999143
-924,95.00341437
-924,94.04306457
-972,93.28968762
-875,94.04306457
-777,93.28968762
-875,94.04306457
-972,94.04306457
-875,94.04306457
-875,93.83561283
-875,93.83561283
-826,93.83561283
-875,93.5650967
-875,94.31919376
-875,94.31919376
-924,94.04871827
-924,93.84086124
-875,94.80320905
-875,93.84086124
-875,94.59567843
-875,94.59567843
-924,94.59567843
-875,93.63277846
-826,94.3249906
-924,94.3249906
-875,93.38108027
-875,94.07326995
-826,94.82845641
-924,94.07326995
-924,94.07326995
-875,94.55770243
-875,94.07326995
-826,94.07326995
-972,94.07326995
-924,93.38108027
-924,94.59567843
-875,94.04871827
-924,94.52657205
-924,94.04306457
-875,95.00341437
-972,93.55999143
-924,94.25029054
-826,94.50132367
-875,94.50132367
-924,94.25029054
-875,93.55999143
-826,94.04306457
-826,94.73372455
-777,94.52657205
-875,94.52657205
-875,93.83561283
-875,93.83561283
-875,93.5650967
-875,93.83561283
-826,95.28041606
-875,94.73372455
-924,94.04306457
-924,94.04306457
-826,93.55999143
-924,94.25029054
-875,93.28968762
-924,94.04306457
-875,93.83561283
-924,93.83561283
-924,93.83561283
-972,94.73372455
-924,93.83561283
-972,94.04306457
-875,93.83561283
-826,93.08190945
-875,93.83561283
-924,93.83561283
-875,93.83561283
-924,94.52657205
-875,93.5650967
-875,94.31919376
-875,93.5650967
-875,94.31919376
-924,93.5650967
-924,93.5650967
-924,93.5650967
-826,93.5650967
-875,93.5650967
-826,94.31919376
-875,94.31919376
-826,94.04871827
-875,94.04871827
-875,93.84086124
-972,94.04871827
-826,94.59567843
-826,93.84086124
-875,93.84086124
-924,93.84086124
-924,93.14901003
-875,93.84086124
-826,93.84086124
-826,93.84086124
-875,94.59567843
-875,94.80320905
-826,93.5650967
-826,93.83561283
-826,93.28968762
-875,93.55999143
-875,93.0579944
-826,93.3282321
-875,94.22515761
-875,93.53549619
-924,93.7425345
-826,93.7425345
-924,93.7425345
-826,93.7425345
-924,93.7425345
-826,93.7425345
-826,93.05323388
-875,93.7425345
-924,93.05323388
-924,93.7425345
-972,93.7425345
-875,93.53549619
-826,93.53549619
-826,94.01819278
-924,94.01819278
-875,94.01819278
-875,93.81100216
-924,93.0579944
-972,93.81100216
-875,93.55999143
-875,94.25029054
-826,94.25029054
-875,94.25029054
-826,93.81100216
-924,94.01819278
-875,93.3282321
-875,93.53549619
-924,93.53549619
-826,93.53549619
-875,94.49456897
-924,92.84589631
-826,93.53549619
-875,93.53549619
-924,93.53549619
-972,92.84589631
-875,94.22515761
-875,94.22515761
-826,94.22515761
-826,93.53549619
-875,93.7425345
-924,93.26034567
-826,93.46723169
-875,94.42487977
-875,94.63098764
-924,94.94378476
-777,93.50502308
-875,94.193093
-924,93.50502308
-875,93.50502308
-924,92.96116977
-826,92.52357213
-924,94.23002033
-826,92.9991305
-875,93.20531478
-924,92.97445882
-924,94.13426598
-924,93.65386966
-972,93.85908808
-875,93.17390751
-924,92.69437947
-875,93.58426565
-826,93.10488479
-924,92.66950311
-972,92.66950311
-875,92.87460756
-875,92.39596377
-777,93.34625307
-826,92.86772374
-826,93.07219699
-875,93.8168867
-875,93.07219699
-972,93.07219699
-875,92.86772374
-924,93.55065271
-875,92.86772374
-826,93.34625307
-875,93.14162757
-875,93.14162757
-972,92.87460756
-924,92.19078573
-875,92.66950311
-875,93.10488479
-777,93.10488479
-875,92.89974505
-924,92.69437947
-875,92.69437947
-875,93.17390751
-826,93.85908808
-875,93.85908808
-826,92.42650751
-924,91.74145476
-875,93.17390751
-875,94.1263456
-924,94.1263456
-875,94.1263456
-875,92.89974505
-875,92.89974505
-826,93.58426565
-826,91.67443783
-826,93.41588683
-826,94.10013574
-875,93.6206646
-875,93.6206646
-924,92.19078573
-826,93.14162757
-924,93.14162757
-826,92.60091596
-875,92.60091596
-826,92.60091596
-875,93.34625307
-826,93.82521649
-875,93.34625307
-875,93.14162757
-777,93.14162757
-826,93.82521649
-924,92.87460756
-875,93.6206646
-875,93.82521649
-924,92.87460756
-924,92.19078573
-972,92.87460756
-924,94.10013574
-826,94.30461402
-826,94.30461402
-826,93.6206646
-924,92.87460756
-972,93.14162757
-924,93.14162757
-875,92.39596377
-875,93.14162757
-924,92.60091596
-875,92.39596377
-875,94.0295425
-826,94.0295425
-826,92.86772374
-875,93.55065271
-875,92.86772374
-826,93.55065271
-875,94.29573564
-826,93.55065271
-875,93.8168867
-875,93.07219699
-777,92.86772374
-826,93.8168867
-875,93.55065271
-924,93.8168867
-875,93.8168867
-875,93.07219699
-875,93.07219699
-875,93.27644437
-924,93.27644437
-875,92.59417532
-875,92.84226611
-826,92.84226611
-826,92.84226611
-826,93.04647821
-875,93.79047213
-924,92.84226611
-972,92.84226611
-924,94.2689444
-875,93.58658679
-875,93.04647821
-826,93.04647821
-875,93.58658679
-924,92.84226611
-875,92.16003581
-924,92.16003581
-924,93.58658679
-826,93.58658679
-875,93.27644437
-875,93.58658679
-875,93.04647821
-924,93.04647821
-924,93.04647821
-875,94.47253018
-875,93.79047213
-826,92.84226611
-875,93.04647821
-875,93.04647821
-924,92.84226611
-875,92.84226611
-924,92.16003581
-826,92.84226611
-924,93.58658679
-875,92.84226611
-924,92.59417532
-826,92.59417532
-924,92.38962844
-875,93.07219699
-777,93.07219699
-826,92.38962844
-875,92.38962844
-826,93.07219699
-875,93.07219699
-875,93.07219699
-826,92.38962844
-826,92.38962844
-875,93.07219699
-826,92.38962844
-875,92.38962844
-875,92.38962844
-875,92.38962844
-875,92.38962844
-924,92.38962844
-875,92.86772374
-875,93.07219699
-875,92.86772374
-826,92.12277982
-826,92.60091596
-875,92.60091596
-875,92.39596377
-875,93.14162757
-875,92.39596377
-924,92.87460756
-875,93.6206646
-972,92.66950311
-875,91.98538186
-875,93.41588683
-875,91.98538186
-826,92.66950311
-875,93.10488479
-924,93.41588683
-924,93.41588683
-826,93.41588683
-875,92.66950311
-875,92.87460756
-875,92.66950311
-826,92.87460756
-924,92.87460756
-826,93.14162757
-875,92.19078573
-924,92.87460756
-875,92.87460756
-777,93.41588683
-875,92.87460756
-875,93.41588683
-924,93.41588683
-875,92.66950311
-924,93.41588683
-875,93.85131089
-924,92.42072469
-924,93.10488479
-924,93.10488479
-875,92.89974505
-875,92.69437947
-875,92.89974505
-924,93.58426565
-875,92.69437947
-875,93.3791995
-875,92.69437947
-777,92.69437947
-826,92.69437947
-924,93.3791995
-875,94.33108507
-875,92.89974505
-924,93.85131089
-875,93.10488479
-826,93.41588683
-875,92.42072469
-826,93.41588683
-826,92.42072469
-924,92.42072469
-924,93.10488479
-875,93.85131089
-826,93.10488479
-875,93.10488479
-826,92.66950311
-875,93.41588683
-875,93.6206646
-875,92.87460756
-875,92.87460756
-924,93.14162757
-924,92.19078573
-972,93.6206646
-972,93.6206646
-777,93.6206646
-924,92.87460756
-924,92.87460756
-875,93.14162757
-924,92.87460756
-875,92.87460756
-924,93.6206646
-875,92.87460756
-826,92.87460756
-924,92.87460756
-924,92.87460756
-875,92.87460756
-875,92.87460756
-826,93.6206646
-924,92.87460756
-924,93.6206646
-875,92.87460756
-826,92.87460756
-875,92.66950311
-924,93.6206646
-875,92.66950311
-875,93.41588683
-826,92.66950311
-875,93.41588683
-826,92.66950311
-875,93.41588683
-875,93.10488479
-972,93.10488479
-972,93.85131089
-924,93.85131089
-826,93.10488479
-875,93.85131089
-826,93.58426565
-826,93.58426565
-875,92.89974505
-826,93.58426565
-875,94.33108507
-875,94.33108507
-826,93.58426565
