Date,Time,ChangeFlag,ACC X,ACC Y,ACC Z,IMU X_RATE,IMU Y_RATE,IMU Z_RATE,          IMU X_OFFSET,IMU Y_OFFSET,IMU Z_OFFSET,IMU ACC_X,IMU ACC_Y,IMU ACC_Z,MS5611 Temperature,MS5611 Pressure,GNSS Lat,GNSS Long,GNSS Alt,GNSS velocity,BME280 Pressure,BME280 Temperature,BME280 Humidity,
0,138:253:65535:0,1,-117,784,-256,-1090103064,-537109368,39200,1090079824,537067088,0,-910,-109,-240,1979,101031,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,1125,-500,-1090129874,-537105798,44030,1090079824,537067088,0,-1141,-136,-433,1979,101043,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1320,-598,-1090102346,-537091168,14070,1090080016,537067088,0,-1219,-119,-471,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1272,-695,-1090051194,-537073388,-18480,1090079824,537067088,0,-1106,-72,-370,1978,101027,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1028,-598,-1090007590,-537073388,-4550,1090079760,537067088,0,-952,-93,-278,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,881,-256,-1090031804,-537070728,-8820,1090079824,537067088,0,-842,-141,-146,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,832,-207,-1090065684,-537078708,9240,1090079824,537067088,0,-826,-147,-116,1978,101039,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,832,-207,-1090084712,-537101528,18900,1090079952,537067088,0,-954,-137,-175,1979,101043,65384,8194,1,0,16,1,536871680,
1,138:253:65535:0,1,-166,1076,-354,-1090077706,-537081858,22400,1090080016,537067088,0,-1030,-128,-162,1979,101031,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1125,-256,-1090058614,-537077798,4830,1090079824,537067088,0,-957,-164,-87,1979,101031,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,930,-61,-1090057284,-537068978,-5320,1090079824,537067088,0,-809,-226,-10,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,832,-158,-1090063444,-537069398,-3500,1090079824,537067088,0,-688,-272,21,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,735,-158,-1090061274,-537074298,11900,1090079824,537067088,0,-680,-255,12,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,735,-158,-1090053136,-537073388,20230,1090080016,537067088,0,-736,-232,28,1979,101043,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,832,-110,-1090046486,-537074298,7910,1090080016,537067088,0,-760,-194,66,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,784,-61,-1090054466,-537076468,840,1090080016,537067088,0,-781,-198,41,1979,101043,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,881,-61,-1090066296,-537078708,-17500,1090080016,537067088,0,-851,-194,-6,1978,101039,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,930,-207,-1090062732,-537080528,-7070,1090079952,537067088,0,-903,-230,-47,1979,101043,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-214,979,-256,-1090054886,-537077378,-10570,1090080016,537067088,0,-921,-220,-55,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1076,-158,-1090053556,-537072968,-9730,1090080016,537067088,0,-1035,-183,-74,1979,101043,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1125,-207,-1090062796,-537071148,-22890,1090080016,537067088,0,-1121,-190,-93,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1223,-256,-1090068764,-537074298,-36120,1090079824,537067088,0,-1107,-194,-139,1979,101031,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1174,-354,-1090088504,-537075138,-41860,1090079824,537067088,0,-1078,-185,-289,1979,101043,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,1076,-549,-1090093106,-537062748,-43120,1090080016,537067088,0,-1053,-140,-466,1979,101043,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,1076,-744,-1090080366,-537042798,-34370,1090080016,537067088,0,-1101,-158,-589,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1125,-793,-1090051386,-537027258,-14070,1090080016,537067088,0,-1137,-176,-621,1979,101043,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-214,1125,-842,-1090024086,-537031248,1750,1090080016,537067088,0,-1121,-174,-544,1978,101027,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1125,-793,-1089997860,-537046788,22890,1090079760,537067088,0,-1076,-181,-407,1978,101039,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1028,-598,-1089983562,-537066318,29470,1090079952,537067088,0,-1011,-180,-293,1978,101039,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1028,-451,-1089980062,-537068068,36120,1090079952,537067088,0,-980,-161,-202,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1028,-305,-1089981036,-537060088,38710,1090080016,537067088,0,-973,-143,-149,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1028,-256,-1089989366,-537051618,34790,1090080016,537067088,0,-966,-117,-143,1978,101050,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1028,-256,-1089992978,-537050288,31710,1090080128,537067088,0,-965,-107,-121,1979,101055,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,979,-207,-1090004484,-537046298,21560,1090080224,537067088,0,-928,-119,-133,1979,101043,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,979,-207,-1090023262,-537051198,21560,1090080032,537067088,0,-885,-152,-185,1978,101039,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,930,-305,-1090024442,-537056518,34650,1090079952,537067088,0,-859,-172,-267,1978,101039,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,881,-500,-1090010372,-537055188,14490,1090079952,537067088,0,-823,-168,-304,1978,101050,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,881,-451,-1089996968,-537045458,14490,1090080128,537067088,0,-822,-153,-316,1978,101039,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,881,-402,-1089996318,-537046298,17570,1090079968,537067088,0,-864,-122,-295,1978,101039,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,930,-451,-1089995882,-537048958,8820,1090079952,537067088,0,-876,-78,-321,1978,101039,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,881,-500,-1090000292,-537054278,5250,1090079952,537067088,0,-890,-70,-371,1978,101039,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,930,-598,-1089998962,-537057008,12320,1090079952,537067088,0,-898,-86,-383,1978,101039,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,979,-451,-1089994132,-537057008,2660,1090079952,537067088,0,-954,-92,-371,1978,101050,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1028,-500,-1089991648,-537056518,-3990,1090080128,537067088,0,-974,-83,-308,1978,101050,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1028,-451,-1089995654,-537054278,-2240,1090080144,537067088,0,-933,-129,-219,1978,101039,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,881,-354,-1090015218,-537068068,1470,1090079968,537067088,0,-959,-203,-277,1977,101034,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-263,1028,-500,-1090040672,-537092008,42700,1090079872,537067088,0,-1183,-236,-418,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1272,-549,-1090049002,-537084028,46200,1090079872,537067088,0,-1345,-192,-466,1978,101050,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,1418,-598,-1090044008,-537080038,29050,1090080128,537067088,0,-1296,-137,-429,1978,101050,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,1369,-598,-1090049274,-537076468,18060,1090080144,537067088,0,-1232,-143,-463,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1272,-549,-1090079818,-537044548,14980,1090079888,537067088,0,-1189,-129,-552,1978,101050,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1272,-549,-1090095458,-537020608,18060,1090080128,537067088,0,-1227,-114,-648,1978,101039,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1272,-842,-1090082068,-537028098,18480,1090079968,537067088,0,-1199,-103,-637,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1174,-842,-1090060412,-537053858,22890,1090079872,537067088,0,-1115,-95,-562,1977,101046,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,1125,-695,-1090043034,-537068068,31710,1090080064,537067088,0,-1050,-100,-439,1977,101034,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,1076,-451,-1090043752,-537077798,30380,1090079872,537067088,0,-938,-114,-310,1977,101034,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,979,-451,-1090047252,-537074718,25550,1090079872,537067088,0,-830,-127,-231,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,832,-305,-1090048162,-537072478,21980,1090079872,537067088,0,-747,-134,-203,1977,101046,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,735,-305,-1090054934,-537066318,25550,1090080064,537067088,0,-709,-130,-189,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,686,-354,-1090051662,-537072058,28630,1090079872,537067088,0,-683,-110,-173,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,686,-305,-1090048354,-537093338,40040,1090080064,537067088,0,-704,-102,-173,1977,101034,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,686,-402,-1090045922,-537108038,44030,1090079872,537067088,0,-714,-83,-156,1977,101046,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,784,-305,-1090044784,-537107548,38710,1090080064,537067088,0,-736,-81,-145,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-19,832,-207,-1090053184,-537095578,34370,1090080064,537067088,0,-737,-67,-135,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,784,-207,-1090062844,-537090258,21560,1090080064,537067088,0,-728,-64,-144,1977,101046,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-19,832,-354,-1090072924,-537089838,13230,1090080064,537067088,0,-721,-71,-160,1977,101046,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,735,-305,-1090076494,-537095578,7070,1090080064,537067088,0,-673,-92,-180,1977,101046,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,686,-354,-1090082164,-537085848,5740,1090080064,537067088,0,-648,-121,-202,1977,101046,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,686,-451,-1090087904,-537077378,6580,1090080064,537067088,0,-660,-119,-235,1976,101042,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,735,-402,-1090077690,-537067158,8820,1090080000,537067088,0,-699,-82,-203,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,735,-256,-1090074254,-537066738,14070,1090080064,537067088,0,-793,-99,-165,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,930,-256,-1090083850,-537064988,-1750,1090080000,537067088,0,-852,-107,-159,1976,101042,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,979,-305,-1090085180,-537064498,-18970,1090080000,537067088,0,-846,-113,-202,1976,101030,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,930,-402,-1090097658,-537061418,-18900,1090079808,537067088,0,-869,-121,-216,1977,101058,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,881,-402,-1090065626,-537072968,-14070,1090080256,537067088,0,-929,-129,-133,1976,101042,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,979,-305,-1090064126,-537079618,-13650,1090080016,537067088,0,-916,-115,-76,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,979,-158,-1090079504,-537088018,-10570,1090080064,537067088,0,-927,-126,-99,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1028,-256,-1090095814,-537096488,7490,1090080064,537067088,0,-989,-106,-141,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1076,-354,-1090089590,-537101388,15400,1090080000,537067088,0,-1071,-73,-147,1977,101046,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1174,-305,-1090076494,-537091168,20230,1090080064,537067088,0,-1151,-31,-141,1976,101053,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-19,1223,-256,-1090075276,-537075138,3990,1090080176,537067088,0,-1166,-34,-153,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1223,-256,-1090090516,-537061418,-1330,1090080016,537067088,0,-1123,-40,-215,1976,101042,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,1174,-402,-1090086090,-537057848,5250,1090080000,537067088,0,-1130,-49,-301,1976,101042,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1174,-500,-1090066700,-537059178,21560,1090080000,537067088,0,-1157,-39,-274,1976,101053,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1223,-500,-1090059456,-537064988,26880,1090080176,537067088,0,-1197,-14,-221,1976,101042,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1223,-305,-1090069796,-537074298,28630,1090080016,537067088,0,-1203,-20,-226,1976,101053,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,1272,-402,-1090067366,-537088508,52710,1090080176,537067088,0,-1212,-19,-274,1976,101042,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,1272,-402,-1090058386,-537089348,38290,1090080016,537067088,0,-1223,-12,-266,1976,101042,65384,8194,1,0,16,1,536871680,
64,138:253:65535:0,1,-68,1320,-500,-1090041640,-537077798,15820,1090080000,537067088,0,-1160,-25,-214,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-19,1223,-354,-1090033310,-537067158,420,1090080000,537067088,0,-1044,-55,-129,1976,101053,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1028,-256,-1090033486,-537064988,-2660,1090080176,537067088,0,-984,-48,-83,1976,101053,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1028,-158,-1090051072,-537067648,4410,1090080192,537067088,0,-1007,-65,-108,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1125,-207,-1090060556,-537078288,7910,1090080016,537067088,0,-1069,-53,-153,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1174,-305,-1090046470,-537083188,2170,1090080000,537067088,0,-1098,-27,-168,1976,101053,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1174,-354,-1090035656,-537102438,-1750,1090080176,537067088,0,-1082,-12,-126,1976,101042,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,29,1125,-207,-1090032906,-537088508,-14560,1090080016,537067088,0,-1018,-30,-116,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1076,-207,-1090043502,-537086268,-23800,1090080112,537067088,0,-924,-40,-112,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,930,-207,-1090037832,-537074718,-25130,1090080112,537067088,0,-873,-9,-53,1976,101042,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,881,-207,-1090024980,-537071148,-24640,1090080000,537067088,0,-838,0,9,1976,101049,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,881,-12,-1090046162,-537052528,-16310,1090080112,537067088,0,-905,-66,-46,1976,101042,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,979,-61,-1090096590,-537020118,-30800,1090080000,537067088,0,-1041,-129,-183,1976,101042,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1125,-305,-1090106320,-536981548,-34370,1090080000,537067088,0,-1198,-166,-332,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-214,1223,-549,-1090076962,-536993938,-32550,1090080112,537067088,0,-1174,-128,-370,1976,101038,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1125,-744,-1090049486,-537064498,-10570,1090079936,537067088,0,-1097,9,-395,1976,101038,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1223,-549,-1090054316,-537121338,24640,1090079936,537067088,0,-1210,-25,-392,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1272,-500,-1090078292,-537112868,15820,1090080112,537067088,0,-1297,-120,-436,1976,101038,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1418,-598,-1090078536,-537092498,-9660,1090079936,537067088,0,-1190,-51,-449,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1174,-646,-1090040912,-537072058,-6580,1090080112,537067088,0,-1026,8,-352,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-19,979,-305,-1090035172,-537078708,3990,1090080112,537067088,0,-959,-23,-215,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,979,-256,-1090065062,-537084938,7910,1090080112,537067088,0,-920,-60,-191,1976,101038,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,979,-305,-1090078536,-537078708,7070,1090079936,537067088,0,-858,-66,-228,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,832,-451,-1090050572,-537081368,10150,1090080112,537067088,0,-781,-73,-194,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,735,-354,-1090035172,-537076048,15820,1090080112,537067088,0,-725,-91,-120,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,686,-207,-1090035172,-537080948,23800,1090080112,537067088,0,-684,-60,-36,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,637,-158,-1090023272,-537087178,40040,1090080112,537067088,0,-711,-20,29,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,784,-61,-1090029432,-537088928,37450,1090080112,537067088,0,-796,-46,59,1976,101049,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,881,-12,-1090067722,-537070308,29050,1090080112,537067088,0,-878,-46,19,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1028,-110,-1090081792,-537061418,17640,1090080112,537067088,0,-905,-35,-52,1976,101049,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-19,979,-207,-1090081792,-537057008,4410,1090080112,537067088,0,-872,-57,-92,1976,101049,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,930,-207,-1090095442,-537056098,-1330,1090080112,537067088,0,-821,-75,-126,1976,101061,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,832,-256,-1090095144,-537060088,3990,1090080304,537067088,0,-799,-90,-158,1975,101045,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,784,-354,-1090104634,-537068068,6160,1090080064,537067088,0,-793,-106,-197,1976,101049,65384,8194,1,0,16,1,536871680,
64,138:253:65535:0,1,-68,784,-354,-1090089702,-537067648,3500,1090080112,537067088,0,-722,-104,-196,1976,101049,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,735,-402,-1090079552,-537064498,3080,1090080112,537067088,0,-649,-118,-162,1975,101057,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,637,-305,-1090074010,-537059668,4830,1090080240,537067088,0,-605,-116,-140,1975,101045,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,686,-305,-1090070754,-537064498,7910,1090080064,537067088,0,-589,-113,-147,1976,101061,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,637,-354,-1090056504,-537061838,910,1090080304,537067088,0,-531,-113,-132,1976,101049,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,540,-305,-1090042258,-537053858,-15750,1090080128,537067088,0,-440,-104,-80,1976,101061,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,491,-256,-1090028800,-537057848,-2660,1090080320,537067088,0,-369,-73,-34,1975,101045,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,442,-207,-1090025884,-537066738,-1330,1090080064,537067088,0,-358,-76,-35,1976,101061,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,344,-207,-1090016044,-537051478,-7070,1090080304,537067088,0,-346,-135,-31,1975,101045,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,393,-256,-1090016224,-537069818,-15820,1090080064,537067088,0,-331,-131,-20,1975,101057,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,393,-207,-1090004990,-537075138,-23310,1090080240,537067088,0,-326,-96,35,1975,101045,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,296,-158,-1089999494,-537100478,10990,1090080064,537067088,0,-486,-101,86,1975,101057,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,686,-61,-1090019900,-537129318,33880,1090080240,537067088,0,-853,-59,104,1975,101057,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-19,1174,-12,-1090034896,-537138768,12740,1090080256,537067088,0,-1130,-14,114,1975,101045,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,29,1272,36,-1090065924,-537079198,-15400,1090080064,537067088,0,-1293,-46,-59,1975,101045,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1467,-110,-1090087468,-537058338,-16310,1090080048,537067088,0,-1661,-72,-76,1975,101057,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-19,1808,-305,-1090110900,-537116018,-59010,1090080240,537067088,0,-1431,-92,-140,1975,101057,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1272,-305,-1090113576,-537099568,-67340,1090080256,537067088,0,-1086,-192,-230,1975,101068,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,979,-451,-1090118162,-537044128,-31220,1090080432,537067088,0,-1024,-280,-384,1975,101057,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,930,-598,-1090067446,-537044128,21980,1090080256,537067088,0,-1173,-173,-351,1975,101057,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1174,-549,-1090031396,-537049868,59010,1090080256,537067088,0,-1280,-74,-203,1975,101057,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1223,-256,-1090058206,-537065408,81900,1090080256,537067088,0,-1256,15,-191,1974,101052,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,78,1369,-305,-1090076536,-537097328,102550,1090080176,537067088,0,-1381,125,-240,1975,101057,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,126,1467,-451,-1090051136,-537111538,89810,1090080256,537067088,0,-1386,176,-181,1975,101057,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,224,1467,-305,-1090029156,-537110698,60340,1090080256,537067088,0,-1196,199,-24,1975,101057,65384,8194,1,0,16,1,536871680,
3,138:253:65535:0,1,224,1174,-110,-1090023906,-537098658,37450,1090080256,537067088,0,-953,151,39,1974,101052,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,126,881,36,-1090037406,-537106218,38290,1090080176,537067088,0,-828,87,7,1974,101052,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,29,784,-61,-1090051476,-537108038,37450,1090080176,537067088,0,-732,62,-36,1974,101052,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,29,784,-158,-1090049306,-537101388,37450,1090080176,537067088,0,-631,67,-53,1974,101052,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,686,-207,-1090051966,-537090678,25970,1090080176,537067088,0,-641,40,-144,1974,101052,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,784,-305,-1090062046,-537084518,24220,1090080176,537067088,0,-778,33,-201,1974,101064,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,29,930,-451,-1090031508,-537079198,-12320,1090080368,537067088,0,-722,25,-120,1974,101064,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,78,832,-402,-1089998958,-537073388,-44450,1090080368,537067088,0,-642,-20,-14,1974,101052,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,637,-61,-1090030406,-537052948,-24220,1090080176,537067088,0,-793,-116,102,1974,101052,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-214,832,-61,-1090055046,-537072478,13650,1090080176,537067088,0,-1100,-147,-12,1974,101052,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1320,-305,-1090056376,-537086688,37450,1090080176,537067088,0,-1496,-13,-78,1974,101052,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-19,1808,-256,-1090064706,-537078708,27300,1090080176,537067088,0,-1754,58,-240,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,126,1955,-305,-1090108374,-537080528,-2170,1090080304,537067088,0,-1730,95,-401,1973,101060,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,126,1760,-598,-1090108794,-537057008,-10570,1090080304,537067088,0,-1599,94,-455,1974,101064,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,29,1564,-598,-1090082468,-537035238,-11900,1090080368,537067088,0,-1392,17,-397,1974,101064,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1223,-451,-1090082048,-537029918,-3080,1090080368,537067088,0,-1125,-85,-328,1974,101064,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1076,-500,-1090073718,-537055678,17640,1090080368,537067088,0,-940,-89,-257,1973,101072,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,881,-451,-1090044796,-537067158,40530,1090080496,537067088,0,-863,-48,-162,1974,101064,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,881,-305,-1090030598,-537074298,47110,1090080368,537067088,0,-819,-20,-66,1973,101048,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,881,-110,-1090033422,-537062748,38290,1090080112,537067088,0,-813,-20,24,1973,101060,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,930,-61,-1090032688,-537064988,25550,1090080288,537067088,0,-766,20,102,1973,101060,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,832,-12,-1090021714,-537065408,17640,1090080304,537067088,0,-724,47,217,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,78,832,134,-1090017374,-537057428,-10570,1090080304,537067088,0,-633,26,297,1973,101060,65384,8194,1,0,16,1,536871680,
