=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.08.21 22:09:16 =~=~=~=~=~=~=~=~=~=~=~=

3168, 1782, 3131 
3157, 1742, 3130 
3130, 1665, 3156 
3118, 1659, 3183 
3208, 1654, 3248 
3211, 1649, 3245 
3196, 1611, 3238 
3177, 1579, 4423 
3185, 1583, 4321 
3262, 1713, 4305 
3267, 1635, 4337 
3334, 1625, 4328 
3313, 1666, 4362 
3308, 1643, 4387 
3347, 1751, 4424 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3370, 1734, 4399 
3361, 1825, 5338 
3350, 1825, 5327 
3343, 1798, 5282 
3330, 1790, 5857 
3075, 1800, 5844 
3175, 1843, 5844 
3142, 1657, 5450 
3141, 1639, 5451 
3141, 1745, 5434 
3142, 1700, 5451 
3151, 1767, 5461 
3166, 1770, 5464 
3165, 1749, 5461 
3176, 1749, 5466 
3098, 1753, 5464 
3095, 1738, 6176 
3085, 1719, 6122 
3127, 1785, 6258 
3116, 1785, 6173 
3124, 1831, 6195 
3098, 1827, 6206 
3108, 1812, 5525 
3111, 1807, 5510 
3109, 1687, 5615 
3076, 1724, 5573 
3047, 1729, 5582 
3045, 1709, 5582 
3038, 1709, 5550 
3030, 1666, 5492 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3011, 1663, 5501 
3005, 1663, 4627 
2983, 1642, 4663 
2971, 1640, 4664 
2965, 1700, 3740 
1513, 1674, 3756 
1358, 1630, 3764 
1339, 1630, 3764 
1355, 1608, 3767 
1382, 1503, 3782 
1369, 1514, 3758 
1343, 1432, 3842 
1396, 1479, 3907 
1397, 1450, 3955 
1389, 1483, 3931 
1387, 1473, 3919 
1381, 1483, 2212 
1449, 2671, 2231 
1398, 2601, 3881 
1326, 2689, 3922 
1296, 2654, 3967 
1296, 2665, 3995 
1300, 2713, 4022 
1240, 2737, 4024 
1225, 2709, 3929 
1225, 2761, 3900 
1334, 2860, 3916 
1322, 2849, 4880 
1377, 2852, 4878 
1301, 2818, 4889 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1384, 2882, 5688 
1361, 2824, 5695 
1377, 2845, 5652 
1356, 2945, 5664 
1410, 2936, 5661 
1381, 3012, 5646 
1387, 3085, 5660 
1359, 3103, 5663 
