18:09:54.756: Date,Time,ChangeFlag,ACC X,ACC Y,ACC Z,IMU X_RATE,IMU Y_RATE,IMU Z_RATE,          IMU X_OFFSET,IMU Y_OFFSET,IMU Z_OFFSET,IMU ACC_X,IMU ACC_Y,IMU ACC_Z,MS5611 Temperature,MS5611 Pressure,GNSS Lat,GNSS Long,GNSS Alt,GNSS velocity,BME280 Pressure,BME280 Temperature,BME280 Humidity,
18:32:41.539: 8,0:0:0:3445,1,907,-192,134,0,-5390,17290,-1063539862,0,1084385280,267,939,273,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:41.753: 32,0:0:0:3445,1,956,-143,231,2240,-3150,1120,-1063547372,0,1084385280,267,945,277,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:41.864: 0,0:0:0:3445,1,858,-192,134,1330,-8470,16800,-1063539862,0,1084385280,267,941,273,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:42.079: 0,0:0:0:3445,1,956,-192,182,2240,-7630,-1540,-1063543362,0,1084384768,266,940,276,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:42.186: 0,0:0:0:3445,1,858,-240,134,2240,-4970,-1120,-1063539862,0,1084385280,265,942,276,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:42.398: 32,0:0:0:3445,1,956,-192,182,-420,-3640,-3290,-1063547372,0,1084385280,268,939,279,2239,98769,0,0,65344,8194,-1392509908,-1,0,
18:32:42.506: 32,0:0:0:3445,1,907,-192,182,3990,-2730,-2450,-1063531671,0,1084385280,268,945,276,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:42.615: 8,0:0:0:3445,1,907,-192,182,3080,-4060,1960,-1063546689,0,1084385280,270,941,268,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:42.829: 0,0:0:0:3445,1,907,-192,134,6160,-6720,1540,-1063539862,0,1084385280,267,942,277,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:42.939: 0,0:0:0:3445,1,907,-192,134,2240,-2310,1120,-1063547372,0,1084385280,265,939,282,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:43.151: 0,0:0:0:3445,1,907,-192,134,3990,-2730,1960,-1063543362,0,1084384768,267,937,280,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:43.261: 0,0:0:0:3445,1,907,-143,231,3080,-4060,17710,-1063539862,0,1084385280,264,946,275,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:43.472: 8,0:0:0:3445,1,956,-143,182,4900,-7630,-2450,-1063539862,0,1084385280,270,939,276,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:43.580: 0,0:0:0:3445,1,907,-192,134,3990,-2730,2450,-1063539862,0,1084385280,261,950,275,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:43.688: 8,0:0:0:3445,1,858,-192,85,1820,-4970,1960,-1063547372,0,1084385280,267,938,278,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:43.900: 0,0:0:0:3445,1,858,-240,231,3080,-6720,-1540,-1063547372,0,1084385280,268,939,279,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:44.009: 8,0:0:0:3445,1,1005,-143,182,0,-3640,630,-1063547372,0,1084385280,266,938,276,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:44.222: 8,0:0:0:3445,1,956,-143,134,0,-6300,210,-1063539862,0,1084385280,264,943,274,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:44.333: 0,0:0:0:3445,1,907,-192,182,3080,-6720,17220,-1063551551,0,1084384768,270,941,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:44.442: 0,0:0:0:3445,1,956,-192,134,3570,-4060,210,-1063544044,0,1084384768,267,946,274,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:44.655: 0,0:0:0:3445,1,858,-192,280,1820,-6300,210,-1063551551,0,1084384768,266,940,273,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:44.764: 32,0:0:0:3445,1,956,-143,182,3570,-4480,-1960,-1063544044,0,1084384768,264,945,273,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:44.978: 32,0:0:0:3445,1,956,-143,182,1820,-6720,-630,-1063539862,0,1084385280,267,943,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:45.087: 0,0:0:0:3445,1,907,-143,134,1330,-4970,-15050,-1063543362,0,1084384768,270,940,274,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:45.197: 0,0:0:0:3445,1,956,-240,182,3570,-8470,-1120,-1063539862,0,1084385280,266,942,276,2239,98746,0,0,65344,8194,-1392509908,-1,0,
18:32:45.412: 8,0:0:0:3445,1,907,-192,134,3570,-3640,210,-1063547372,0,1084385280,266,945,281,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:45.523: 0,0:0:0:3445,1,907,-192,231,3080,-2730,1540,-1063543362,0,1084384768,265,943,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:45.736: 64,0:0:0:3445,1,858,-143,134,3570,-5810,-5040,-1063543362,0,1084384768,267,942,274,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:45.846: 0,0:0:0:3445,1,1005,-192,134,4410,-4480,-630,-1063551551,0,1084384768,269,947,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:46.059: 32,0:0:0:3445,1,956,-143,231,2660,-4480,-210,-1063544044,0,1084384768,267,941,275,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:46.169: 0,0:0:0:3445,1,907,-143,182,910,-5390,630,-1063535173,0,1084384768,266,943,277,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:46.278: 0,0:0:0:3445,1,1005,-192,134,1820,-4060,1540,-1063539180,0,1084385280,270,937,278,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:46.495: 0,0:0:0:3445,1,858,-192,134,2660,-4480,-630,-1063539862,0,1084385280,265,947,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:46.605: 0,0:0:0:3445,1,956,-240,182,3570,-5810,-2870,-1063543362,0,1084384768,263,948,278,2239,98769,0,0,65344,8194,-1392509908,-1,0,
18:32:46.822: 32,0:0:0:3445,1,907,-240,182,0,-5810,-1540,-1063531671,0,1084385280,264,941,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:46.930: 8,0:0:0:3445,1,1005,-143,182,490,-4970,-1120,-1063542679,0,1084384768,264,939,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:47.039: 0,0:0:0:3445,1,907,-192,182,3570,-4060,1960,-1063543362,0,1084384768,263,943,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:47.256: 32,0:0:0:3445,1,858,-192,134,1330,-3150,1540,-1063543362,0,1084384768,267,946,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:47.365: 8,0:0:0:3445,1,956,-192,182,3570,-6300,2870,-1063543362,0,1084384768,265,941,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:47.579: 32,0:0:0:3445,1,956,-192,182,5740,-4970,630,-1063543362,0,1084384768,267,939,278,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:47.689: 32,0:0:0:3445,1,907,-192,182,0,-5810,-1960,-1063539862,0,1084385280,272,940,277,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:47.798: 32,0:0:0:3445,1,907,-192,134,0,-2310,210,-1063535173,0,1084384768,265,939,281,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:48.014: 0,0:0:0:3445,1,907,-192,182,2660,-4480,-210,-1063542679,0,1084384768,271,940,277,2239,98757,0,0,65344,8194,-1392509908,-1,0,
18:32:48.125: 32,0:0:0:3445,1,858,-192,231,3570,-2310,4200,-1063539862,0,1084385280,267,941,280,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:48.339: 8,0:0:0:3445,1,907,-192,231,-1260,-3150,-1540,-1063551551,0,1084384768,261,940,277,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:48.447: 32,0:0:0:3445,1,907,-192,182,16170,-11620,-210,-1063552233,0,1084384768,266,943,277,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:48.557: 8,0:0:0:3445,1,956,-192,231,910,-5390,1120,-1063552233,0,1084384768,264,941,275,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:48.774: 0,0:0:0:3445,1,907,-192,134,3990,-8050,-210,-1063544044,0,1084384768,267,941,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:48.882: 32,0:0:0:3445,1,956,-192,182,1820,-5810,1120,-1063543362,0,1084384768,266,940,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.097: 0,0:0:0:3445,1,907,-192,134,3570,-6300,17290,-1063543362,0,1084384768,267,941,275,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.207: 0,0:0:0:3445,1,907,-192,231,-840,-5810,-4200,-1063543362,0,1084384768,263,943,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.317: 0,0:0:0:3445,1,956,-143,182,490,-5810,-14630,-1063543362,0,1084384768,263,940,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.535: 0,0:0:0:3445,1,907,-143,182,-1750,-1820,3710,-1063543362,0,1084384768,269,943,273,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:49.645: 32,0:0:0:3445,1,907,-143,231,3080,-3640,1120,-1063551551,0,1084384768,269,940,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.858: 8,0:0:0:3445,1,956,-192,134,910,-980,1960,-1063544044,0,1084384768,265,940,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:49.967: 0,0:0:0:3445,1,1005,-192,280,-840,-4480,2870,-1063543362,0,1084384768,272,939,273,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.079: 32,0:0:0:3445,1,907,-192,134,3990,-5390,-3710,-1063543362,0,1084384768,267,941,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.295: 32,0:0:0:3445,1,907,-192,182,5320,-3640,-16380,-1063543362,0,1084384768,264,941,281,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.405: 0,0:0:0:3445,1,907,-192,182,3080,-4970,1960,-1063543362,0,1084384768,265,946,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.622: 8,0:0:0:3445,1,858,-143,182,3990,-3150,4200,-1063543362,0,1084384768,269,938,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.731: 0,0:0:0:3445,1,956,-143,182,1330,-3640,-630,-1063543362,0,1084384768,269,943,275,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:50.842: 0,0:0:0:3445,1,956,-240,182,1820,-3640,1540,-1063543362,0,1084384768,267,944,283,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:51.057: 32,0:0:0:3445,1,907,-192,134,3570,-4970,3290,-1063543362,0,1084384768,266,942,269,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:51.164: 32,0:0:0:3445,1,956,-192,134,0,-4480,1120,-1063535173,0,1084384768,268,944,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:51.378: 0,0:0:0:3445,1,858,-192,182,0,-5810,630,-1063542679,0,1084384768,266,946,280,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:51.489: 0,0:0:0:3445,1,956,-192,182,3990,-5390,-210,-1063535173,0,1084384768,264,942,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:51.598: 32,0:0:0:3445,1,907,-143,182,-1260,-1820,3710,-1063542679,0,1084384768,271,944,276,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:51.808: 0,0:0:0:3445,1,907,-192,231,910,-4480,630,-1063535173,0,1084384768,270,948,273,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:51.918: 0,0:0:0:3445,1,907,-240,182,3570,-6300,-210,-1063542679,0,1084384768,267,942,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:52.130: 0,0:0:0:3445,1,907,-192,182,490,-5810,3290,-1063543362,0,1084384768,264,945,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:52.241: 32,0:0:0:3445,1,907,-143,134,1820,-4060,3710,-1063546858,0,1084384256,269,937,272,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:52.453: 0,0:0:0:3445,1,858,-192,231,2240,-7140,1960,-1063551551,0,1084384768,265,939,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:52.564: 8,0:0:0:3445,1,956,-143,134,1330,-8050,-630,-1063544044,0,1084384768,267,940,271,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:52.674: 0,0:0:0:3445,1,907,-192,231,2240,-6720,1120,-1063551551,0,1084384768,267,939,275,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:52.887: 0,0:0:0:3445,1,907,-192,134,-420,-4060,-1120,-1063544044,0,1084384768,265,940,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:52.997: 8,0:0:0:3445,1,907,-143,182,5740,-490,210,-1063543362,0,1084384768,265,940,280,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:53.214: 32,0:0:0:3445,1,1005,-192,182,4410,-7630,1120,-1063543362,0,1084384768,268,943,275,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:53.322: 32,0:0:0:3445,1,956,-240,182,490,-490,210,-1063551551,0,1084384768,264,945,273,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:53.434: 0,0:0:0:3445,1,907,-192,182,-1260,-1400,1540,-1063544044,0,1084384768,264,943,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:53.648: 32,0:0:0:3445,1,956,-192,182,0,-6300,1960,-1063543362,0,1084384768,266,943,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:53.755: 0,0:0:0:3445,1,956,-192,182,4900,-4970,-630,-1063543362,0,1084384768,266,942,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:53.972: 32,0:0:0:3445,1,956,-192,85,0,-6300,-1960,-1063543362,0,1084384768,264,943,279,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:54.083: 8,0:0:0:3445,1,858,-192,134,-1260,-1400,1120,-1063551551,0,1084384768,270,939,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.194: 32,0:0:0:3445,1,907,-192,134,0,-3150,-210,-1063544044,0,1084384768,270,941,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.406: 0,0:0:0:3445,1,907,-192,182,1330,-1820,1120,-1063543362,0,1084384768,269,941,275,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.517: 0,0:0:0:3445,1,810,-143,134,1820,-4970,700,-1063543362,0,1084384768,268,937,280,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.732: 8,0:0:0:3445,1,858,-192,134,490,-4970,1120,-1063543362,0,1084384768,267,941,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.839: 32,0:0:0:3445,1,907,-192,134,3990,-6300,-1960,-1063543362,0,1084384768,269,943,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:54.950: 0,0:0:0:3445,1,907,-192,182,3570,-6300,-1960,-1063543362,0,1084384768,276,936,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:55.165: 32,0:0:0:3445,1,907,-192,231,910,-4480,-2870,-1063543362,0,1084384768,271,949,273,2238,98741,0,0,65344,8194,-1392509908,-1,0,
18:32:55.276: 8,0:0:0:3445,1,858,-192,231,-1260,-980,2450,-1063551551,0,1084384768,263,947,276,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:55.488: 32,0:0:0:3445,1,858,-192,231,3080,-4970,-16800,-1063544044,0,1084384768,262,949,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:55.598: 32,0:0:0:3445,1,956,-192,134,6160,-5390,1120,-1063543362,0,1084384768,267,942,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:55.706: 0,0:0:0:3445,1,858,-192,231,3990,-3150,1540,-1063543362,0,1084384768,267,945,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:55.922: 0,0:0:0:3445,1,907,-143,134,-840,-3640,1120,-1063543362,0,1084384768,268,945,278,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:56.029: 0,0:0:0:3445,1,907,-192,231,3570,-7630,630,-1063535173,0,1084384768,263,945,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:56.245: 32,0:0:0:3445,1,907,-192,134,3080,-4970,1120,-1063542679,0,1084384768,270,935,274,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:56.356: 32,0:0:0:3445,1,956,-143,85,1330,-3640,17290,-1063543362,0,1084384768,267,942,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:56.467: 8,0:0:0:3445,1,956,-192,231,2240,-3640,210,-1063543362,0,1084384768,261,942,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:56.678: 8,0:0:0:3445,1,858,-192,182,910,-3150,2450,-1063546858,0,1084384256,267,941,276,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:56.789: 0,0:0:0:3445,1,858,-94,134,910,-6720,5530,-1063546858,0,1084384256,267,942,277,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:57.001: 32,0:0:0:3445,1,1005,-192,134,1330,-1820,1960,-1063543362,0,1084384768,271,942,276,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:57.112: 0,0:0:0:3445,1,956,-143,182,1820,-6300,-630,-1063535173,0,1084384768,270,938,282,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:57.322: 0,0:0:0:3445,1,858,-143,182,2240,-1820,1540,-1063542679,0,1084384768,270,945,273,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:57.434: 0,0:0:0:3445,1,907,-143,231,0,-3640,-210,-1063546858,0,1084384256,265,942,279,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:57.542: 0,0:0:0:3445,1,956,-143,134,3080,-6720,-1540,-1063543362,0,1084384768,266,945,277,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:57.759: 0,0:0:0:3445,1,1005,-192,134,2660,-3150,-4200,-1063535173,0,1084384768,265,947,277,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:57.867: 0,0:0:0:3445,1,1005,-192,231,910,-4970,1120,-1063534491,0,1084384768,271,943,283,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:58.080: 32,0:0:0:3445,1,907,-192,231,5740,-5810,5530,-1063546176,0,1084384256,269,942,278,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:58.191: 8,0:0:0:3445,1,956,-192,134,4900,-5810,-630,-1063543362,0,1084384768,268,940,288,2238,98753,0,0,65344,8194,-1392509908,-1,0,
18:32:58.300: 32,0:0:0:3445,1,858,-192,182,12810,-1400,1120,-1063543362,0,1084384768,270,937,276,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:58.515: 0,0:0:0:3445,1,858,-143,134,-420,-4970,4620,-1063546858,0,1084384256,263,943,272,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:58.625: 0,0:0:0:3445,1,907,-240,182,2660,-8960,1120,-1063546858,0,1084384256,269,947,274,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:58.840: 8,0:0:0:3445,1,907,-192,134,5320,-4970,2450,-1063546858,0,1084384256,268,941,276,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:58.947: 0,0:0:0:3445,1,907,-192,134,490,-2310,630,-1063546858,0,1084384256,268,936,275,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:32:59.058: 0,0:0:0:3445,1,956,-143,231,4900,-4480,-1120,-1063538673,0,1084384256,260,947,277,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:32:59.274: 32,0:0:0:3445,1,907,-240,182,3080,-7630,15050,-1063538673,0,1084384256,268,944,281,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:59.384: 8,0:0:0:3445,1,907,-192,182,2240,-5810,-1960,-1063546858,0,1084384256,267,939,278,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:32:59.597: 0,0:0:0:3445,1,956,-143,134,3080,-4970,16380,-1063538673,0,1084384256,269,942,275,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:32:59.705: 32,0:0:0:3445,1,858,-143,134,5320,-4970,-1540,-1063535173,0,1084384768,266,939,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:32:59.916: 32,0:0:0:3445,1,1005,-192,85,1330,-1400,1960,-1063546176,0,1084384256,263,946,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:00.027: 32,0:0:0:3445,1,956,-192,182,2660,-4970,-630,-1063546858,0,1084384256,265,942,273,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:00.138: 0,0:0:0:3445,1,956,-192,85,3080,-7630,-210,-1063546858,0,1084384256,264,946,273,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:00.350: 0,0:0:0:3445,1,907,-192,134,3570,-3150,-2450,-1063538673,0,1084384256,264,941,275,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:00.461: 0,0:0:0:3445,1,907,-240,134,16170,-4060,1960,-1063546858,0,1084384256,271,945,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:00.678: 8,0:0:0:3445,1,907,-143,134,5320,-4970,16800,-1063546858,0,1084384256,266,945,274,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:00.786: 8,0:0:0:3445,1,1005,-143,182,4410,-6300,2870,-1063546858,0,1084384256,265,942,274,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:00.896: 32,0:0:0:3445,1,956,-192,134,-420,-3150,2870,-1063538673,0,1084384256,264,944,272,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:01.112: 0,0:0:0:3445,1,907,-192,182,2240,-8050,1540,-1063546858,0,1084384256,264,946,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:01.221: 0,0:0:0:3445,1,907,-192,231,-2590,-3150,5040,-1063546858,0,1084384256,266,944,276,2238,98765,0,0,65344,8194,-1392509908,-1,0,
18:33:01.435: 0,0:0:0:3445,1,907,-192,134,3570,-4060,210,-1063535173,0,1084384768,267,943,279,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:01.547: 0,0:0:0:3445,1,1005,-192,85,-840,-4060,-2870,-1063537991,0,1084384256,267,946,275,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:01.655: 0,0:0:0:3445,1,907,-143,182,910,-6300,210,-1063538673,0,1084384256,267,940,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:01.868: 32,0:0:0:3445,1,858,-192,231,4900,-8470,-1120,-1063546858,0,1084384256,265,938,274,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:01.978: 8,0:0:0:3445,1,907,-192,231,1820,-5810,210,-1063546858,0,1084384256,262,940,278,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:02.195: 8,0:0:0:3445,1,858,-192,182,0,-3150,2380,-1063546858,0,1084384256,264,943,276,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:02.305: 8,0:0:0:3445,1,907,-192,231,1330,-4480,-1540,-1063538673,0,1084384256,268,936,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:02.417: 0,0:0:0:3445,1,907,-192,182,1820,-3640,1540,-1063546858,0,1084384256,265,941,274,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:02.628: 32,0:0:0:3445,1,858,-240,85,5320,-6300,-630,-1063546858,0,1084384256,263,942,277,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:02.738: 0,0:0:0:3445,1,956,-192,134,-420,-4480,2870,-1063538673,0,1084384256,266,946,278,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:02.955: 32,0:0:0:3445,1,858,-94,182,6160,-4970,17710,-1063538673,0,1084384256,268,939,276,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:03.062: 8,0:0:0:3445,1,956,-192,134,3570,-1820,1960,-1063538673,0,1084384256,265,944,280,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:03.172: 32,0:0:0:3445,1,858,-192,231,3080,-4970,1960,-1063546858,0,1084384256,266,940,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:03.384: 8,0:0:0:3445,1,907,-192,182,4410,-7630,2450,-1063546858,0,1084384256,268,939,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:03.495: 32,0:0:0:3445,1,810,-192,134,0,-4060,2450,-1063546858,0,1084384256,266,941,276,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:03.709: 0,0:0:0:3445,1,1005,-192,182,5320,-6300,1960,-1063538673,0,1084384256,266,943,271,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:03.817: 8,0:0:0:3445,1,1005,-192,182,1330,-4970,-1540,-1063538673,0,1084384256,264,938,278,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:04.034: 8,0:0:0:3445,1,1005,-143,182,3570,-6300,210,-1063546858,0,1084384256,269,939,283,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:04.145: 32,0:0:0:3445,1,956,-143,182,0,-5810,-630,-1063546858,0,1084384256,269,943,275,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:04.256: 0,0:0:0:3445,1,956,-143,134,910,-3640,1540,-1063538673,0,1084384256,266,943,276,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:04.472: 8,0:0:0:3445,1,907,-192,231,1820,-6300,-630,-1063538673,0,1084384256,271,941,278,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:04.580: 8,0:0:0:3445,1,907,-192,134,5320,-5390,630,-1063546858,0,1084384256,272,937,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:04.689: 32,0:0:0:3445,1,907,-192,182,3080,-4970,2450,-1063546858,0,1084384256,267,941,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:04.906: 8,0:0:0:3445,1,1005,-192,182,1820,-3150,-15470,-1063546858,0,1084384256,267,944,277,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:05.017: 0,0:0:0:3445,1,907,-143,182,1330,-7630,1960,-1063538673,0,1084384256,264,944,276,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:05.234: 8,0:0:0:3445,1,956,-192,231,-2170,-4480,-630,-1063546858,0,1084384256,260,946,272,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:05.345: 32,0:0:0:3445,1,907,-192,231,2240,-5390,1120,-1063546858,0,1084384256,265,942,276,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:05.457: 0,0:0:0:3445,1,907,-192,182,2660,-2730,-15050,-1063546858,0,1084384256,262,939,275,2237,98761,0,0,65344,8194,-1392509908,-1,0,
18:33:05.669: 0,0:0:0:3445,1,858,-143,134,1820,-6720,2450,-1063538673,0,1084384256,265,939,277,2237,98749,0,0,65344,8194,-1392509908,-1,0,
18:33:05.780: 32,0:0:0:3445,1,956,-192,182,3080,-5810,-1120,-1063546858,0,1084384256,265,940,279,2237,98749,0,0,65344,8194,-1392509908,-1,0,
