18:09:54.756: Date,Time,ChangeFlag,ACC X,ACC Y,ACC Z,IMU X_RATE,IMU Y_RATE,IMU Z_RATE,          IMU X_OFFSET,IMU Y_OFFSET,IMU Z_OFFSET,IMU ACC_X,IMU ACC_Y,IMU ACC_Z,MS5611 Temperature,MS5611 Pressure,GNSS Lat,GNSS Long,GNSS Alt,GNSS velocity,BME280 Pressure,BME280 Temperature,BME280 Humidity,
18:18:08.337: 0,0:0:0:3445,1,29,-924,85,3850,-1540,-4270,-1063219111,0,1084171264,1005,8,200,1893,99805,0,0,65344,8194,-1392510048,-1,0,
18:18:08.444: 0,0:0:0:3445,1,29,-826,-12,2520,-2870,-17360,-1063220800,0,1084170240,1018,114,262,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:08.553: 8,0:0:0:3445,1,78,-875,36,2520,-3780,980,-1063217627,0,1084169216,1017,-34,274,1891,99803,0,0,65344,8194,-1392510048,-1,0,
18:18:08.770: 0,0:0:0:3445,1,126,-924,36,5600,-4200,-1680,-1063222460,0,1084168192,1015,49,222,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:08.881: 0,0:0:0:3445,1,-19,-924,-12,1680,-210,-1190,-1063218408,0,1084166144,984,72,205,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:09.096: 32,0:0:0:3445,1,78,-875,85,350,-1960,560,-1063218123,0,1084166144,976,19,247,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:09.207: 8,0:0:0:3445,1,-19,-875,85,1680,-6860,15820,-1063221549,0,1084166144,1000,26,185,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:09.318: 0,0:0:0:3445,1,-68,-875,85,1680,-2870,560,-1063221549,0,1084166144,1004,35,286,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:09.535: 32,0:0:0:3445,1,-19,-875,85,-980,2030,4480,-1063221549,0,1084166144,991,97,101,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:09.646: 8,0:0:0:3445,1,78,-924,-12,2100,-1960,3220,-1063221549,0,1084166144,1001,13,251,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:09.757: 0,0:0:0:3445,1,-19,-924,182,4270,-1960,1400,-1063221549,0,1084166144,1008,78,214,1891,99803,0,0,65344,8194,-1392510048,-1,0,
18:18:09.972: 0,0:0:0:3445,1,-68,-875,134,5180,-1960,3640,-1063222460,0,1084168192,1014,81,244,1891,99803,0,0,65344,8194,-1392510048,-1,0,
18:18:10.082: 32,0:0:0:3445,1,29,-826,85,2100,-2870,980,-1063222746,0,1084168192,1016,41,258,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:10.295: 0,0:0:0:3445,1,-68,-875,-12,2940,-5530,-1680,-1063219316,0,1084168192,999,81,157,1892,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:10.404: 32,0:0:0:3445,1,-19,-826,134,4760,-5950,560,-1063220773,0,1084169216,964,11,158,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:10.511: 8,0:0:0:3445,1,78,-826,85,4270,-8190,4970,-1063219030,0,1084168192,960,30,235,1891,99803,0,0,65344,8194,-1392510048,-1,0,
18:18:10.724: 0,0:0:0:3445,1,126,-972,182,2520,-1960,-8750,-1063222460,0,1084168192,1009,61,174,1892,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:10.834: 32,0:0:0:3445,1,-68,-875,85,2100,-5110,1890,-1063221059,0,1084169216,962,70,304,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:11.049: 0,0:0:0:3445,1,29,-875,85,5180,-9520,3640,-1063215937,0,1084170240,959,-12,227,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:11.155: 8,0:0:0:3445,1,126,-875,134,3430,-2450,-3010,-1063215650,0,1084170240,959,-17,244,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:11.262: 8,0:0:0:3445,1,-117,-972,-61,-3150,-5110,2730,-1063215650,0,1084170240,1007,125,194,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:11.476: 0,0:0:0:3445,1,-68,-924,182,3430,-4620,3220,-1063218798,0,1084170240,997,4,279,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:11.587: 32,0:0:0:3445,1,29,-826,85,2520,-1960,-1680,-1063218798,0,1084170240,988,111,177,1893,99800,0,0,65344,8194,-1392510048,-1,0,
18:18:11.802: 0,0:0:0:3445,1,-117,-972,36,2520,700,-770,-1063222231,0,1084170240,979,56,213,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:11.913: 0,0:0:0:3445,1,78,-826,182,2520,-8610,4970,-1063219084,0,1084170240,986,69,206,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:12.023: 0,0:0:0:3445,1,78,-875,280,3430,-1960,-2100,-1063218798,0,1084170240,999,81,181,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:12.234: 32,0:0:0:3445,1,-68,-826,134,4760,-1120,-14700,-1063218798,0,1084170240,1015,46,230,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:12.344: 0,0:0:0:3445,1,29,-826,36,4270,-3290,2730,-1063215650,0,1084170240,1013,57,174,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:12.557: 8,0:0:0:3445,1,29,-924,182,3430,-2450,-2940,-1063215650,0,1084170240,978,81,194,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:12.744: 32,0:0:0:3445,1,-19,-924,36,-560,-2870,4060,-1063215650,0,1084170240,947,71,212,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:12.855: 0,0:0:0:3445,1,78,-924,85,2520,-5110,4060,-1063215650,0,1084170240,950,-2,226,1892,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:12.962: 0,0:0:0:3445,1,126,-924,134,3850,-5950,-2100,-1063220773,0,1084169216,988,71,183,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:13.176: 32,0:0:0:3445,1,-117,-972,36,2940,-4200,1470,-1063217341,0,1084169216,1012,107,263,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:13.283: 0,0:0:0:3445,1,29,-875,85,4760,-4200,1890,-1063217341,0,1084169216,1021,26,247,1892,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:13.392: 32,0:0:0:3445,1,-19,-875,-12,6020,-6440,-4340,-1063220773,0,1084169216,1008,68,231,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:13.607: 8,0:0:0:3445,1,29,-875,-12,770,-3780,-2100,-1063217341,0,1084169216,1012,30,230,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:13.716: 0,0:0:0:3445,1,-68,-924,85,2100,-5110,-2520,-1063217341,0,1084169216,993,28,197,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:13.928: 0,0:0:0:3445,1,78,-826,85,2100,-1960,-1190,-1063219030,0,1084168192,987,60,186,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:14.037: 8,0:0:0:3445,1,-19,-875,134,3430,-8190,-1190,-1063219030,0,1084168192,996,25,219,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:14.146: 0,0:0:0:3445,1,78,-875,134,2940,-6860,-3430,-1063219030,0,1084168192,983,5,180,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:14.363: 8,0:0:0:3445,1,-19,-924,134,770,-2870,-350,-1063219030,0,1084168192,976,81,199,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:14.472: 0,0:0:0:3445,1,29,-826,36,350,-5110,-3430,-1063219030,0,1084168192,977,29,227,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:14.583: 32,0:0:0:3445,1,29,-875,85,1190,-2870,3220,-1063221549,0,1084166144,991,24,265,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:14.799: 0,0:0:0:3445,1,78,-875,-12,1680,-2450,-1190,-1063221549,0,1084166144,977,-20,305,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:14.909: 0,0:0:0:3445,1,78,-875,134,2520,-5950,560,-1063218123,0,1084166144,985,89,234,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:15.121: 0,0:0:0:3445,1,-68,-875,85,4270,-4620,2310,-1063218123,0,1084166144,992,32,198,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:15.229: 0,0:0:0:3445,1,-68,-875,36,2940,-5530,2730,-1063221549,0,1084166144,976,2,313,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:15.340: 0,0:0:0:3445,1,29,-924,85,3430,-3780,1470,-1063221549,0,1084166144,978,38,209,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:15.554: 8,0:0:0:3445,1,29,-924,36,770,-3290,1470,-1063218123,0,1084166144,983,62,240,1888,99818,0,0,65344,8194,-1392510048,-1,0,
18:18:15.663: 8,0:0:0:3445,1,-19,-875,85,2940,-2870,1470,-1063219811,0,1084165120,988,5,230,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:15.773: 0,0:0:0:3445,1,29,-875,85,350,-3290,17570,-1063218123,0,1084166144,985,46,238,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:15.990: 32,0:0:0:3445,1,78,-972,85,2520,-1960,2310,-1063218123,0,1084166144,990,57,217,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:16.099: 0,0:0:0:3445,1,-19,-875,85,17850,-5950,-770,-1063218123,0,1084166144,986,31,226,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:16.316: 32,0:0:0:3445,1,29,-972,134,770,-4620,-1190,-1063218123,0,1084166144,983,39,201,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:16.424: 0,0:0:0:3445,1,29,-924,85,1680,-1960,-350,-1063218123,0,1084166144,990,47,231,1888,99806,0,0,65344,8194,-1392510048,-1,0,
18:18:16.533: 32,0:0:0:3445,1,29,-924,85,1190,-2870,-3430,-1063223236,0,1084165120,981,62,208,1888,99818,0,0,65344,8194,-1392510048,-1,0,
18:18:16.745: 8,0:0:0:3445,1,-68,-924,231,3850,-5110,4550,-1063220096,0,1084165120,979,40,260,1888,99806,0,0,65344,8194,-1392510048,-1,0,
18:18:16.851: 32,0:0:0:3445,1,-19,-875,85,5180,-7280,980,-1063223236,0,1084165120,996,33,194,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:17.066: 0,0:0:0:3445,1,-19,-972,134,-560,-1960,3220,-1063218408,0,1084166144,999,15,231,1889,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:17.172: 0,0:0:0:3445,1,29,-875,36,-980,-3780,2730,-1063221549,0,1084166144,989,61,227,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:17.282: 32,0:0:0:3445,1,29,-875,134,1680,-1960,1400,-1063219030,0,1084168192,984,34,174,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:17.498: 32,0:0:0:3445,1,29,-875,134,1680,-3780,4970,-1063219030,0,1084168192,985,56,250,1891,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:17.608: 32,0:0:0:3445,1,29,-875,36,350,-1960,2310,-1063219030,0,1084168192,992,31,158,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:17.823: 0,0:0:0:3445,1,-19,-924,134,4690,-5110,3150,-1063217341,0,1084169216,977,84,233,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:17.933: 32,0:0:0:3445,1,-19,-924,134,3430,-5950,1400,-1063217341,0,1084169216,991,-16,237,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:18.042: 0,0:0:0:3445,1,-19,-924,85,-980,-1960,1400,-1063217341,0,1084169216,996,33,278,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:18.251: 8,0:0:0:3445,1,-19,-924,-12,2100,-3780,3150,-1063217341,0,1084169216,991,45,185,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:18.359: 0,0:0:0:3445,1,-19,-924,134,3850,11970,1400,-1063215650,0,1084170240,987,68,222,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:18.571: 0,0:0:0:3445,1,-68,-875,182,2100,-3290,-3010,-1063218798,0,1084170240,981,57,172,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:18.681: 0,0:0:0:3445,1,-19,-826,134,770,-210,1820,-1063215650,0,1084170240,974,52,234,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:18.792: 8,0:0:0:3445,1,29,-924,85,3430,-5110,-16520,-1063215650,0,1084170240,988,6,260,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:19.008: 0,0:0:0:3445,1,29,-924,85,2940,-1960,2310,-1063218798,0,1084170240,975,47,199,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:19.116: 0,0:0:0:3445,1,29,-924,134,2520,-6860,980,-1063218798,0,1084170240,988,67,177,1893,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:19.329: 0,0:0:0:3445,1,29,-924,134,3850,-1540,-840,-1063218798,0,1084170240,998,49,197,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:19.440: 32,0:0:0:3445,1,29,-924,85,1190,-7280,490,-1063217653,0,1084170240,977,34,228,1893,99805,0,0,65344,8194,-1392510048,-1,0,
18:18:19.546: 8,0:0:0:3445,1,29,-875,134,770,-4620,1820,-1063220800,0,1084170240,980,43,227,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:19.764: 0,0:0:0:3445,1,29,-924,-12,1190,-3780,-14350,-1063217939,0,1084170240,988,35,246,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:19.874: 0,0:0:0:3445,1,78,-924,36,-560,-3290,2730,-1063217653,0,1084170240,970,43,229,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:19.983: 0,0:0:0:3445,1,-19,-875,85,350,-4200,-2100,-1063217653,0,1084170240,987,27,218,1894,99809,0,0,65344,8194,-1392510048,-1,0,
18:18:20.195: 0,0:0:0:3445,1,29,-875,36,1190,-3290,17080,-1063219111,0,1084171264,992,27,210,1894,99820,0,0,65344,8194,-1392510048,-1,0,
18:18:20.308: 8,0:0:0:3445,1,-19,-875,134,2520,-3290,490,-1063215962,0,1084171264,1003,50,219,1895,99825,0,0,65344,8194,-1392510048,-1,0,
18:18:20.524: 8,0:0:0:3445,1,-19,-875,36,2520,-4200,-350,-1063213984,0,1084172288,977,46,205,1895,99825,0,0,65344,8194,-1392510048,-1,0,
18:18:20.636: 0,0:0:0:3445,1,-19,-875,85,350,-6860,3150,-1063213984,0,1084172288,996,43,227,1895,99825,0,0,65344,8194,-1392510048,-1,0,
18:18:20.744: 32,0:0:0:3445,1,29,-875,85,1190,-1540,-840,-1063213984,0,1084172288,986,49,211,1895,99813,0,0,65344,8194,-1392510048,-1,0,
18:18:20.954: 8,0:0:0:3445,1,-19,-875,134,2520,-2870,-16100,-1063217421,0,1084172288,989,51,231,1895,99813,0,0,65344,8194,-1392510048,-1,0,
18:18:21.062: 8,0:0:0:3445,1,-19,-875,182,4270,-2450,-1680,-1063217421,0,1084172288,976,45,200,1896,99817,0,0,65344,8194,-1392510048,-1,0,
18:18:21.277: 8,0:0:0:3445,1,-19,-875,85,770,-3290,1820,-1063215730,0,1084173312,986,24,236,1896,99817,0,0,65344,8194,-1392510048,-1,0,
18:18:21.388: 0,0:0:0:3445,1,29,-875,85,-140,-2870,490,-1063215730,0,1084173312,988,31,240,1897,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:21.498: 32,0:0:0:3445,1,-19,-924,85,2100,-9100,1820,-1063217191,0,1084174336,985,28,248,1897,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:21.713: 0,0:0:0:3445,1,29,-924,85,3430,-5530,3570,-1063217191,0,1084174336,992,21,230,1897,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:21.825: 8,0:0:0:3445,1,29,-924,36,1610,-5110,-840,-1063217191,0,1084174336,987,27,248,1898,99814,0,0,65344,8194,-1392510048,-1,0,
18:18:21.935: 0,0:0:0:3445,1,29,-924,182,-980,-210,-2590,-1063215498,0,1084175360,984,12,273,1898,99814,0,0,65344,8194,-1392510048,-1,0,
18:18:22.153: 8,0:0:0:3445,1,78,-924,36,4270,-5530,-840,-1063215498,0,1084175360,985,37,248,1898,99814,0,0,65344,8194,-1392510048,-1,0,
18:18:22.265: 32,0:0:0:3445,1,78,-875,134,350,-5530,-1260,-1063215498,0,1084175360,999,23,265,1898,99814,0,0,65344,8194,-1392510048,-1,0,
18:18:22.376: 0,0:0:0:3445,1,29,-875,85,-560,-630,-3430,-1063215498,0,1084175360,997,58,203,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:22.587: 32,0:0:0:3445,1,78,-875,85,1610,-5110,14910,-1063213518,0,1084176384,981,48,234,1899,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:22.695: 32,0:0:0:3445,1,29,-875,134,3430,-1120,980,-1063216962,0,1084176384,991,37,213,1898,99814,0,0,65344,8194,-1392510048,-1,0,
18:18:22.914: 0,0:0:0:3445,1,-19,-826,85,2100,-3780,-350,-1063215498,0,1084175360,980,79,199,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:23.026: 32,0:0:0:3445,1,-68,-875,134,2100,-630,1400,-1063213518,0,1084176384,983,42,180,1899,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:23.137: 32,0:0:0:3445,1,29,-924,134,1190,-1120,1400,-1063216962,0,1084176384,984,74,196,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:23.353: 0,0:0:0:3445,1,-68,-924,-12,1610,-7770,2730,-1063213518,0,1084176384,989,48,233,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:23.465: 0,0:0:0:3445,1,-19,-875,134,770,-5110,-2590,-1063213518,0,1084176384,980,24,216,1899,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:23.575: 8,0:0:0:3445,1,78,-924,85,5600,-2450,-3500,-1063216962,0,1084176384,977,54,258,1899,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:23.790: 8,0:0:0:3445,1,29,-924,134,2520,-1540,-1260,-1063216962,0,1084176384,991,49,215,1900,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:23.902: 32,0:0:0:3445,1,29,-875,134,2520,-2450,-3920,-1063211824,0,1084177408,989,50,199,1900,99811,0,0,65344,8194,-1392510048,-1,0,
18:18:24.116: 32,0:0:0:3445,1,-19,-875,134,2100,-3290,-17430,-1063215269,0,1084177408,999,38,251,1900,99811,0,0,65344,8194,-1392510048,-1,0,
18:18:24.225: 0,0:0:0:3445,1,29,-875,36,2100,-4620,2730,-1063215269,0,1084177408,982,66,182,1900,99827,0,0,65344,8194,-1392510048,-1,0,
18:18:24.333: 32,0:0:0:3445,1,29,-924,134,3850,-4200,910,-1063210675,0,1084177408,988,31,226,1900,99804,0,0,65344,8194,-1392510048,-1,0,
18:18:24.547: 0,0:0:0:3445,1,29,-924,36,-140,-5110,2730,-1063216992,0,1084177408,992,40,230,1900,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:24.659: 0,0:0:0:3445,1,78,-924,85,2100,-2870,910,-1063214120,0,1084177408,999,30,227,1900,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:24.874: 0,0:0:0:3445,1,29,-875,85,1610,-4200,1400,-1063213833,0,1084177408,995,20,224,1901,99808,0,0,65344,8194,-1392510048,-1,0,
18:18:24.985: 0,0:0:0:3445,1,29,-875,134,2100,-3780,490,-1063215586,0,1084178432,989,28,281,1901,99808,0,0,65344,8194,-1392510048,-1,0,
18:18:25.096: 0,0:0:0:3445,1,78,-875,36,-980,-5530,-12110,-1063215041,0,1084179456,992,25,236,1900,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:25.315: 8,0:0:0:3445,1,29,-924,85,3430,-3290,490,-1063213288,0,1084178432,990,25,260,1901,99820,0,0,65344,8194,-1392510048,-1,0,
18:18:25.426: 8,0:0:0:3445,1,29,-972,85,-140,-1540,-840,-1063211592,0,1084179456,994,46,243,1901,99820,0,0,65344,8194,-1392510048,-1,0,
18:18:25.534: 0,0:0:0:3445,1,29,-924,85,1190,-3290,-16100,-1063211592,0,1084179456,996,66,192,1901,99820,0,0,65344,8194,-1392510048,-1,0,
18:18:25.752: 0,0:0:0:3445,1,29,-875,85,1190,-4620,490,-1063211592,0,1084179456,993,47,191,1901,99808,0,0,65344,8194,-1392510048,-1,0,
18:18:25.862: 0,0:0:0:3445,1,29,-875,134,1680,-4200,70,-1063215041,0,1084179456,994,52,223,1900,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:25.974: 8,0:0:0:3445,1,-68,-875,85,770,-3780,-15610,-1063213288,0,1084178432,994,43,218,1900,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:26.185: 0,0:0:0:3445,1,78,-924,36,2940,-5110,-1190,-1063213288,0,1084178432,990,-37,253,1900,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:26.295: 8,0:0:0:3445,1,-19,-972,182,770,3290,-2520,-1063211277,0,1084178432,982,101,177,1900,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:26.508: 0,0:0:0:3445,1,-19,-875,36,2520,-7280,-770,-1063211277,0,1084178432,983,63,162,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:26.619: 8,0:0:0:3445,1,29,-924,231,3850,-4200,140,-1063212972,0,1084177408,985,42,179,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:26.730: 32,0:0:0:3445,1,-117,-875,85,3850,-6860,-2100,-1063213518,0,1084176384,982,35,247,1899,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:26.944: 32,0:0:0:3445,1,78,-826,85,770,-1120,2310,-1063213518,0,1084176384,984,-1,259,1898,99826,0,0,65344,8194,-1392510048,-1,0,
18:18:27.054: 32,0:0:0:3445,1,78,-924,-12,3430,-3290,3640,-1063212057,0,1084175360,989,57,288,1897,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:27.269: 0,0:0:0:3445,1,29,-826,182,3850,-4620,6300,-1063217191,0,1084174336,998,71,176,1897,99810,0,0,65344,8194,-1392510048,-1,0,
18:18:27.381: 0,0:0:0:3445,1,-19,-875,36,3010,-3290,-770,-1063217191,0,1084174336,994,161,146,1896,99829,0,0,65344,8194,-1392510048,-1,0,
18:18:27.492: 0,0:0:0:3445,1,-117,-924,231,17850,-6440,-280,-1063212291,0,1084173312,998,104,173,1896,99817,0,0,65344,8194,-1392510048,-1,0,
18:18:27.704: 8,0:0:0:3445,1,29,-875,182,2520,-630,-1190,-1063215443,0,1084173312,1010,-37,98,1896,99806,0,0,65344,8194,-1392510048,-1,0,
18:18:27.815: 0,0:0:0:3445,1,29,-924,134,3430,-3290,140,-1063218882,0,1084173312,995,99,172,1895,99825,0,0,65344,8194,-1392510048,-1,0,
18:18:27.925: 32,0:0:0:3445,1,-68,-826,36,3850,-7280,2310,-1063214271,0,1084172288,983,77,119,1895,99813,0,0,65344,8194,-1392510048,-1,0,
18:18:28.141: 8,0:0:0:3445,1,-68,-924,134,350,-3290,-770,-1063217421,0,1084172288,984,95,175,1895,99813,0,0,65344,8194,-1392510048,-1,0,
18:18:28.251: 0,0:0:0:3445,1,-117,-924,134,1190,-8610,1470,-1063217421,0,1084172288,960,78,128,1894,99832,0,0,65344,8194,-1392510048,-1,0,
18:18:28.469: 64,0:0:0:3445,1,78,-875,85,1680,-5530,-17360,-1063212528,0,1084171264,956,111,116,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:28.580: 32,0:0:0:3445,1,-19,-875,134,3850,-4200,1890,-1063217367,0,1084170240,959,101,127,1893,99805,0,0,65344,8194,-1392510048,-1,0,
18:18:28.692: 0,0:0:0:3445,1,-19,-924,85,3430,-5110,-770,-1063220800,0,1084170240,955,0,269,1893,99816,0,0,65344,8194,-1392510048,-1,0,
18:18:28.904: 32,0:0:0:3445,1,-19,-972,134,1680,-7280,-770,-1063217939,0,1084170240,967,55,161,1893,99823,0,0,65344,8194,-1392510048,-1,0,
18:18:29.015: 0,0:0:0:3445,1,-19,-777,36,4270,630,1470,-1063215650,0,1084170240,967,85,247,1892,99807,0,0,65344,8194,-1392510048,-1,0,
18:18:29.228: 0,0:0:0:3445,1,-19,-875,85,2520,-9940,1960,-1063220773,0,1084169216,969,61,98,1892,99819,0,0,65344,8194,-1392510048,-1,0,
18:18:29.337: 0,0:0:0:3445,1,-68,-924,134,3850,-2450,210,-1063217341,0,1084169216,989,18,304,1889,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:29.449: 0,0:0:0:3445,1,-68,-826,85,6510,-7770,2870,-1063218123,0,1084166144,999,26,230,1888,99818,0,0,65344,8194,-1392510048,-1,0,
18:18:29.663: 0,0:0:0:3445,1,29,-875,-158,2100,-2450,15470,-1063219811,0,1084165120,1028,10,173,1886,99821,0,0,65344,8194,-1392510048,-1,0,
18:18:29.770: 0,0:0:0:3445,1,-19,-826,134,1260,-2030,-1120,-1063220047,0,1084163072,998,58,235,1886,99805,0,0,65344,8194,-1392510048,-1,0,
18:18:29.984: 0,0:0:0:3445,1,-19,-826,-12,-14070,-3360,3290,-1063224609,0,1084163072,971,46,80,1885,99812,0,0,65344,8194,-1392510048,-1,0,
18:18:30.094: 0,0:0:0:3445,1,29,-875,134,3850,-5950,1050,-1063223443,0,1084162048,964,18,198,1883,99803,0,0,65344,8194,-1392510048,-1,0,
18:18:30.204: 32,0:0:0:3445,1,29,-875,134,4340,-4620,3290,-1063226811,0,1084160000,971,68,157,1883,99815,0,0,65344,8194,-1392510048,-1,0,
18:18:30.416: 0,0:0:0:3445,1,-19,-875,134,1260,-3780,-1120,-1063223679,0,1084160000,996,102,222,1882,99811,0,0,65344,8194,-1392510048,-1,0,
18:18:30.527: 0,0:0:0:3445,1,-166,-875,182,2100,-6440,1960,-1063225078,0,1084158976,980,-10,269,1882,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:30.740: 0,0:0:0:3445,1,29,-875,-12,3010,-4620,-700,-1063221948,0,1084158976,1014,-29,279,1882,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:30.850: 32,0:0:0:3445,1,29,-972,-12,4760,-3780,1050,-1063221948,0,1084158976,1028,-31,405,1882,99811,0,0,65344,8194,-1392510048,-1,0,
18:18:30.961: 32,0:0:0:3445,1,29,-875,-12,-11830,-2030,210,-1063225078,0,1084158976,1065,34,294,1882,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:31.175: 32,0:0:0:3445,1,-19,-924,-12,1680,3780,3710,-1063221948,0,1084158976,1000,10,209,1882,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:31.286: 32,0:0:0:3445,1,29,-875,-110,2520,-7770,4130,-1063221948,0,1084158976,992,42,268,1882,99822,0,0,65344,8194,-1392510048,-1,0,
18:18:31.501: 64,0:0:0:3445,1,-19,-924,85,-70,-5950,3290,-1063221948,0,1084158976,986,59,162,1882,99811,0,0,65344,8194,-1392510048,-1,0,
18:18:31.612: 8,0:0:0:3445,1,-19,-826,134,3010,-3360,1540,-1063225078,0,1084158976,989,26,225,1882,99799,0,0,65344,8194,-1392510048,-1,0,
18:18:31.721: 0,0:0:0:3445,1,78,-972,-12,-980,-2030,1050,-1063228493,0,1084158976,974,49,189,1881,99806,0,0,65344,8194,-1392510048,-1,0,
18:18:31.934: 0,0:0:0:3445,1,78,-875,134,1260,-7770,2380,-1063227330,0,1084157952,995,69,200,1880,99802,0,0,65344,8194,-1392510048,-1,0,
